symbol,name,industry,exchange,price,pe_ttm,pb,turnover_rate,market_cap_10k,circulating_cap_10k,dividend_yield_ttm,date,market_cap,circulating_cap,median_pe,median_pb,pe_discount,pb_discount,score
601898.SH,中煤能源,煤炭开采,SSE,20.73,13.3639,1.4808,0.6055,22977263.6722,15860416.6932,2.4466,2026-03-06,2297.72636722,1586.04166932,19.6431,1.279,31.966441142182244,-15.77795152462862,15.392990999484313
603197.SH,保隆科技,汽车配件,SSE,54.19,29.4929,2.3667,0.8839,743108.9374,743108.9374,2.3813,2026-03-06,74.31089374000001,74.31089374000001,33.56925,2.6611000000000002,12.14310715908159,11.063094209161639,15.320071126381126
000600.SZ,建投能源,火力发电,SZSE,50.91,10.2946,1.4861,3.4228,1727498.5322,1044268.7392,2.4054,2026-03-06,172.74985322,104.42687391999999,12.585,1.5245,18.19944378228049,2.518858642177768,15.251635105565528
600031.SH,三一重工,工程机械,SSE,991.9399999999999,24.5741,2.3929,0.7785,20256594.7747,18669081.2515,3.023,2026-03-06,2025.6594774700002,1866.90812515,26.276600000000002,2.6967,6.479148748316,11.265620944116883,15.040345782561463
002245.SZ,蔚蓝锂芯,电气设备,SZSE,240.39,28.4637,2.7644,5.1788,2046859.8926,1925081.5693,0.3658,2026-03-06,204.68598925999999,192.50815693,38.7738,3.1055,26.590378038778773,10.98373852841732,15.028672774036707
600063.SH,皖维高新,化纤,SSE,74.05,26.6989,1.7439,1.9792,1466996.4723,1466996.4723,1.9891,2026-03-06,146.69964723,146.69964723,32.4898,1.8615,17.82374776083572,6.317485898468977,14.992044873874981
002216.SZ,三全食品,食品,SZSE,130.54,20.3749,2.4468,3.1292,1107771.9005,794310.3063,2.381,2026-03-06,110.77719005,79.43103063000001,25.2255,2.456,19.228954827456345,0.37459283387621944,14.946959781145404
000683.SZ,博源化工,化工原料,SZSE,69.8,33.3905,2.4557,1.9609,3568158.2976,3215051.5421,3.1266,2026-03-06,356.81582976000004,321.50515421,36.8989,2.6035,9.508142519153672,5.676973305166111,14.8861489992113
002765.SZ,蓝黛科技,元器件,SZSE,22.850000000000005,37.6862,2.7416,1.292,720601.5395,658453.0797,0.0,2026-03-06,72.06015395,65.84530797,46.41985,3.6221,18.81447268786952,24.309102454377296,14.818519811460998
000039.SZ,中集集团,运输设备,SZSE,507.85,26.6647,1.487,3.4316,7225977.3159,3083885.5689,1.3134,2026-03-06,722.59773159,308.38855688999996,29.7898,1.9045,10.490503460916155,21.921764242583354,14.712930657141468
600279.SH,重庆港,港口,SSE,10.14,12.8711,0.9602,1.6158,646842.1242,646842.1242,0.7339,2026-03-06,64.68421242,64.68421242,16.32525,1.10975,21.15832835638045,13.476008109934668,14.707833775532581
600030.SH,中信证券,证券,SSE,108.15,13.0347,1.4194,0.6379,39170705.269,32182624.2243,2.1566,2026-03-06,3917.0705269,3218.2624224300002,19.207250000000002,1.22475,32.13656301656926,-15.89303939579505,14.55651338788919
002580.SZ,圣阳股份,电气设备,SZSE,55.06000000000001,30.3636,2.5979,2.2922,604553.4987,602515.2816,0.3003,2026-03-06,60.45534987,60.25152816,38.7738,3.1055,21.690419819568884,16.345194010626308,14.480626131015448
002334.SZ,英威腾,电气设备,SZSE,119.89,29.7636,2.7519,9.8121,838372.6714,748043.3807,0.5756,2026-03-06,83.83726714,74.80433807,38.7738,3.1055,23.237856490723118,11.386250201255843,14.437817656666
000425.SZ,徐工机械,工程机械,SZSE,473.12999999999994,21.7315,2.4123,0.8809,14439048.7592,11072335.0056,1.4243,2026-03-06,1443.90487592,1107.23350056,26.276600000000002,2.6967,17.297138899248765,10.546223161641999,14.355622508192106
600475.SH,华光环能,电气设备,SSE,68.52,36.9888,2.4404,3.0958,2098344.7752,2069634.1752,2.0287,2026-03-06,209.83447752,206.96341752,38.7738,3.1055,4.6036240966838555,21.41684108839157,14.352601965191013
605111.SH,新洁能,半导体,SSE,163.57,39.7186,4.0714,2.3993,1735259.4649,1735259.4649,0.1554,2026-03-06,173.52594649,173.52594649,54.732,4.5064,27.430753489731774,9.652938043671233,14.33438280899408
601968.SH,宝钢包装,广告包装,SSE,6.5600000000000005,39.3075,1.6665,0.6186,751434.1019,751434.1019,1.2926,2026-03-06,75.14341019,75.14341019,43.1325,2.1463,8.868022952529998,22.35475003494386,14.131434191495156
002154.SZ,报喜鸟,服饰,SZSE,58.56,18.0765,1.2587,1.1515,570599.488,461291.078,1.2788,2026-03-06,57.0599488,46.1291078,19.0293,1.7297,5.007015497154388,27.23015551829797,14.008252854351145
603063.SH,禾望电气,电气设备,SSE,32.58,28.0035,2.949,10.7503,1460675.7352,1460675.7352,0.3715,2026-03-06,146.06757352,146.06757352,38.7738,3.1055,27.777261965554068,5.039446143938187,13.737238629403084
601901.SH,方正证券,证券,SSE,7.93,15.135,1.2279,0.5554,6116451.3365,6116451.3365,1.7537,2026-03-06,611.64513365,611.64513365,19.207250000000002,1.22475,21.201629592992244,-0.25719534598898086,13.664593233400204
000400.SZ,许继电气,电气设备,SZSE,199.09,30.4862,2.9527,7.5312,3425626.6234,3402351.334,1.1538,2026-03-06,342.56266234,340.2351334,38.7738,3.1055,21.374226926429706,4.920302688777978,13.487181577205277
000960.SZ,锡业股份,小金属,SZSE,99.64,34.7877,3.3569,3.1122,6631090.7666,6631090.7666,0.7445,2026-03-06,663.10907666,663.10907666,46.013149999999996,3.52495,24.39617804910117,4.767443509837022,13.422204272591575
600489.SH,中金黄金,黄金,SSE,296.83,34.5542,5.2332,1.3457,15278729.2017,15278729.2017,1.231,2026-03-06,1527.87292017,1527.87292017,39.8692,6.0621,13.331092673040834,13.673479487306384,13.127480915408247
600312.SH,平高电气,电气设备,SSE,146.74,29.5606,3.0522,5.2701,3395017.1151,3395017.1151,1.0192,2026-03-06,339.50171151,339.50171151,38.7738,3.1055,23.761405897796962,1.7163097729834154,13.07705529101381
600033.SH,福建高速,路桥,SSE,20.96,12.9224,0.8504,1.3444,1045616.4,1045616.4,2.6247,2026-03-06,104.56164,104.56164,12.9667,1.0202,0.3416443659527868,16.64379533424818,13.003896346655567
601018.SH,宁波港,港口,SSE,5.51,15.9996,1.0239,0.3162,8268115.0696,8268115.0696,3.2471,2026-03-06,826.81150696,826.81150696,16.32525,1.10975,1.9947627142004043,7.73597657129984,12.859998057070115
601566.SH,九牧王,服饰,SSE,20.0,18.2381,1.5712,0.775,640720.4223,640720.4223,2.6906,2026-03-06,64.07204223,64.07204223,19.0293,1.7297,4.157798762960274,9.163438746603457,12.483951129165145
002939.SZ,长城证券,证券,SZSE,10.450000000000001,15.838,1.2216,0.6347,3820602.3273,3411718.6706,1.774,2026-03-06,382.06023273,341.17186706,19.207250000000002,1.22475,17.54155331971001,0.25719534598898086,12.4157799316807
603275.SH,众辰科技,电器仪表,SSE,44.86,34.127,2.2614,2.6931,661737.1932,184751.9634,0.379,2026-03-06,66.17371932,18.47519634,35.8605,3.2467,4.834009564841535,30.347737702898325,12.174925136806113
600777.SH,*ST新潮,石油开采,SSE,169.6,19.1587,1.3963,0.6516,3284639.4835,3074851.6049,0.0,2026-03-06,328.46394835,307.48516049,22.0601,1.7903,13.152252256336094,22.007484779087292,11.863146336260625
603341.SH,龙旗科技,通信设备,SSE,43.9,38.8266,3.1478,2.532,2242436.4534,1142319.2578,1.1337,2026-03-06,224.24364534,114.23192578,42.2158,3.8141,8.028273774274098,17.469389895388154,11.853226478326086
600150.SH,中国船舶,船舶,SSE,95.5,40.7174,2.0758,1.307,29297243.6742,29297243.6742,0.3816,2026-03-06,2929.72436742,2929.72436742,47.6875,2.4721,14.61619921363041,16.030904898669153,11.80055115505291
603290.SH,斯达半导,半导体,SSE,145.22,51.3685,3.463,1.5598,2394734.66,2394734.66,0.636,2026-03-06,239.473466,239.473466,54.732,4.5064,6.145399400716222,23.153736907509327,11.312280832539287
600603.SH,广汇物流,区域地产,SSE,1554.71,21.6121,1.1988,2.6448,875903.5968,875903.5968,0.0,2026-03-06,87.59035968,87.59035968,32.9247,1.1082999999999998,34.359007067642224,-8.165659117567458,11.293905091786652
603983.SH,丸美生物,日用化工,SSE,31.100000000000005,32.8463,3.5332,0.4141,1138840.0,1138840.0,2.6408,2026-03-06,113.884,113.884,33.278400000000005,3.84155,1.2984398288379384,8.026707969439418,10.849788322367
002392.SZ,北京利尔,其他建材,SZSE,66.35,26.4044,1.6328,0.8118,941678.2536,904810.174,0.4084,2026-03-06,94.16782536000001,90.4810174,27.49725,2.2144500000000003,3.974397439743982,26.266115739799957,10.694793697837579
601233.SH,桐昆股份,化纤,SSE,68.38,31.0091,1.4291,2.6382,5407470.3868,5397629.9561,0.4408,2026-03-06,540.7470386800001,539.76299561,32.4898,1.8615,4.5574303319811165,23.228579102874026,10.113945863654655
002276.SZ,万马股份,电气设备,SZSE,62.61,33.8603,2.7691,3.0591,1686473.8439,1680102.3758,0.3007,2026-03-06,168.64738438999998,168.01023758,38.7738,3.1055,12.67221680619387,10.832394139430047,9.220704964306563
002063.SZ,远光软件,软件服务,SZSE,120.33,44.4683,3.3877,7.2189,1338955.9513,1236369.6723,0.4268,2026-03-06,133.89559513,123.63696723,51.951049999999995,3.65165,14.403462490171027,7.2282392890884894,9.210256782794959
600963.SH,岳阳林纸,造纸,SSE,20.56,25.4214,1.3489,2.9853,1077389.0945,1077389.0945,0.4917,2026-03-06,107.73890945,107.73890945,25.90585,1.7093500000000001,1.8700409366996351,21.086962880627148,8.549205238867998
600919.SH,江苏银行,银行,SSE,16.6,5.6625,0.7774,0.4461,19360647.3085,19360647.3085,5.1687,2026-03-06,1936.06473085,1936.06473085,6.088150000000001,0.5860000000000001,6.991450604863559,-32.66211604095561,8.504045429658742
600835.SH,上海机电,运输设备,SSE,87.01,28.1366,1.8374,1.0858,2571166.6203,2027551.8102,1.6706,2026-03-06,257.11666203,202.75518102,29.7898,1.9045,5.549550517291147,3.5232344447361563,8.288590540337307
600125.SH,铁龙物流,铁路,SSE,110.27000000000001,16.1999,1.1317,2.3991,865561.0025,865561.0025,2.1116,2026-03-06,86.55610025,86.55610025,17.91605,1.0606499999999999,9.578841318259324,-6.69872248149721,8.156719782854566
600507.SH,方大特钢,特种钢,SSE,97.64,19.4018,1.6406,1.2154,1644676.5898,1644676.5898,0.4541,2026-03-06,164.46765897999998,164.46765897999998,19.8559,2.0387,2.2869776741421766,19.52714965419139,8.135235965914287
603583.SH,捷昌驱动,电气设备,SSE,103.43,36.1342,2.819,0.7843,1332838.6495,1320663.2295,0.8631,2026-03-06,133.28386495,132.06632295,38.7738,3.1055,6.807689728631194,9.225567541458712,8.080046153890091
002673.SZ,西部证券,证券,SZSE,18.95,17.9904,1.1678,0.7055,3450517.0763,3450517.0763,1.2936,2026-03-06,345.05170763,345.05170763,19.207250000000002,1.22475,6.335368155253884,4.649928556848337,7.809925829156055
603707.SH,健友股份,生物制药,SSE,38.76,24.0918,2.3348,1.0024,1565550.5631,1565550.5631,1.032,2026-03-06,156.55505631,156.55505631,26.605449999999998,2.4093,9.447876280987533,3.0921844519154917,7.802805847969661
603859.SH,能科科技,软件服务,SSE,64.97,44.5125,3.4902,2.0412,1064679.6971,1064679.6971,0.0459,2026-03-06,106.46796971,106.46796971,51.951049999999995,3.65165,14.3183824003557,4.4212890063396015,7.19143966204416
000923.SZ,河钢资源,普钢,SZSE,37.92,26.7794,1.3724,4.2904,1409241.8268,1355639.0233,2.3159,2026-03-06,140.92418268,135.56390233,27.25555,1.3493,1.746983641863764,-1.7119988141999665,7.132893812485515
601838.SH,成都银行,银行,SSE,21.64,5.3933,0.8466,0.6345,7179909.4931,7179909.4931,5.2597,2026-03-06,717.9909493099999,717.9909493099999,6.088150000000001,0.5860000000000001,11.41315506352505,-44.47098976109214,7.003065097082375
601128.SH,常熟银行,银行,SSE,10.83,5.7082,0.8052,1.1331,2394527.4227,2394527.4227,5.2253,2026-03-06,239.45274227,239.45274227,6.088150000000001,0.5860000000000001,6.240812069347845,-37.40614334470989,6.950381824326172
002264.SZ,新华都,互联网,SZSE,44.43,27.4531,3.409,2.5968,680221.6785,618769.7555,1.041,2026-03-06,68.02216785,61.87697555,28.23545,3.66585,2.7708076194996045,7.006560552122975,6.333291213436734
002953.SZ,日丰股份,电气设备,SZSE,32.16,37.2365,2.985,5.7466,646918.8168,357474.9908,0.7008,2026-03-06,64.69188168000001,35.747499080000004,38.7738,3.1055,3.9647906576090075,3.8802125261632625,4.852380020892582
601878.SH,浙商证券,证券,SSE,11.38,18.4635,1.3039,0.4713,4724731.9281,4724731.9281,1.6317,2026-03-06,472.47319281,472.47319281,19.207250000000002,1.22475,3.872235744315311,-6.462543376199226,4.5052312848663565
600675.SH,中华企业,区域地产,SSE,107.38999999999999,29.7932,1.1409,0.5421,1674779.4867,1674779.4867,0.0,2026-03-06,167.47794867,167.47794867,32.9247,1.1082999999999998,9.511096532390583,-2.941441847875148,2.922006058593689
600179.SH,安通控股,水运,SSE,11.4,17.8675,1.7391,1.8196,1988817.6801,1815270.8927,0.0,2026-03-06,198.88176801,181.52708927,18.44895,1.7695,3.1516698782315555,1.7179994348686112,1.7760677817532056
002948.SZ,青岛银行,银行,SZSE,7.470000000000001,6.0585,0.7348,1.1082,3142991.551,1680750.7652,2.963,2026-03-06,314.2991551,168.07507652,6.088150000000001,0.5860000000000001,0.48701165378646216,-25.392491467576782,1.4660572212415515
