symbol,name,industry,exchange,price,pe_ttm,pb,turnover_rate,market_cap_10k,circulating_cap_10k,dividend_yield_ttm,date,market_cap,circulating_cap,median_pe,median_pb,pe_discount,pb_discount,score
603508.SH,思维列控,IT设备,SSE,64.08,16.1987,2.5996,0.5585,999701.4165,999701.4165,12.5411,2026-03-06,99.97014165,99.97014165,40.9283,3.4168,60.421761959328876,23.91711542964177,68.96713941262408
601919.SH,中远海控,水运,SSE,30.34,6.3551,1.0855,1.185,24178733.6983,19826252.5678,10.1127,2026-03-06,2417.8733698300002,1982.62525678,18.44895,1.7695,65.5530531547866,38.654987284543665,68.15581744727774
601668.SH,中国建筑,建筑工程,SSE,10.55,4.6717,0.4327,0.7028,20866797.1742,20866797.1742,5.3762,2026-03-06,2086.6797174199996,2086.6797174199996,20.061799999999998,1.3445,76.71345542274372,67.81703235403495,67.15909187530798
600582.SH,天地科技,专用机械,SSE,254.7,9.002,0.9833,0.7471,2507984.8686,2507984.8686,5.231,2026-03-06,250.79848686000003,250.79848686000003,37.0845,2.8635,75.72570750583128,65.66090448751528,65.6815543485871
601186.SH,中国铁建,建筑工程,SSE,10.44,4.6282,0.3618,0.6673,9872326.6705,8362859.4785,4.1265,2026-03-06,987.2326670499999,836.2859478500001,20.061799999999998,1.3445,76.93028541805819,73.09036816660468,65.07872461720467
000651.SZ,格力电器,家用电器,SZSE,8174.28,6.6117,1.5089,0.4835,20949257.4713,20626681.7832,7.9981,2026-03-06,2094.9257471299998,2062.66817832,26.45625,2.3583499999999997,75.00892983699504,36.018826722072625,64.8035199514198
600704.SH,物产中大,仓储物流,SSE,103.03,7.664,0.7202,1.2319,2911374.2781,2911374.2781,5.5062,2026-03-06,291.13742781,291.13742781,24.67665,1.8864,68.9422997043764,61.8214588634436,62.64195754078364
600741.SH,华域汽车,汽车配件,SSE,804.16,8.6432,0.9221,0.3539,5968106.5017,5968106.5017,4.2261,2026-03-06,596.81065017,596.81065017,33.56925,2.6611000000000002,74.25262703217975,65.34891586186164,61.98402557143039
600894.SH,广日股份,运输设备,SSE,47.28,11.972,0.9325,0.4333,795467.5901,787496.9116,7.5352,2026-03-06,79.54675901,78.74969116,29.7898,1.9045,59.811747645167145,51.03701758991861,61.84140433504244
601390.SH,中国中铁,建筑工程,SSE,7.92,5.9011,0.4671,1.2735,14638929.6039,12143947.3339,4.3919,2026-03-06,1463.89296039,1214.39473339,20.061799999999998,1.3445,70.58539114137315,65.25846039419858,60.98739457480883
600742.SH,富维股份,汽车配件,SSE,181.50000000000003,15.7893,0.9441,1.3891,789870.5264,789870.5264,6.3029,2026-03-06,78.98705264,78.98705264,33.56925,2.6611000000000002,52.96499028128421,64.52219007177483,59.45135313404613
000498.SZ,山东路桥,建筑工程,SZSE,14.269999999999998,4.175,0.6009,0.8919,950093.9336,887000.2557,3.3299,2026-03-06,95.00939336,88.70002557,20.061799999999998,1.3445,79.18930504740352,55.3068055039048,58.25746367013285
601886.SH,江河集团,装修装饰,SSE,23.22,14.8839,1.4043,0.4322,985711.7922,985711.7922,6.3218,2026-03-06,98.57117922,98.57117922,42.15935,2.4941,64.69608758199546,43.69512048434304,57.95237117810109
000521.SZ,长虹美菱,家用电器,SZSE,32.71,9.8254,1.0396,1.4886,645762.1693,548988.4644,5.2632,2026-03-06,64.57621693,54.89884644000001,26.45625,2.3583499999999997,62.86170564611386,55.91833273263085,57.7097820782348
601800.SH,中国交建,建筑工程,SSE,11.24,6.3587,0.4525,0.3317,13198736.4665,9552312.5895,3.4423,2026-03-06,1319.87364665,955.2312589500001,20.061799999999998,1.3445,68.30443928261671,66.34436593529193,57.55198549363427
600502.SH,安徽建工,建筑工程,SSE,57.11000000000001,6.9291,0.7521,1.4021,825652.8242,825652.8242,6.0291,2026-03-06,82.56528242,82.56528242,20.061799999999998,1.3445,65.46122481532066,44.060989215321676,57.490086690724766
600694.SH,大商股份,百货,SSE,150.98,12.0993,0.6882,0.6892,605036.7038,605036.7038,5.2253,2026-03-06,60.50367038,60.50367038,37.911,1.3084,68.08498852575771,47.40140629776827,57.13031729963356
600153.SH,建发股份,仓储物流,SSE,156.17,13.3428,0.4929,0.4966,2716867.6223,2716867.6223,5.3887,2026-03-06,271.68676223,271.68676223,24.67665,1.8864,45.92945152603777,73.87086513994912,56.69914015239984
601717.SH,中创智领,专用机械,SSE,54.9,9.1243,1.7809,0.903,4124273.8383,3562402.8363,4.8485,2026-03-06,412.42738383,356.24028363,37.0845,2.8635,75.39592012835551,37.80687969268378,56.04593195914734
601163.SH,三角轮胎,汽车配件,SSE,18.31,13.2931,0.8739,0.5129,1198400.0,1198400.0,3.5381,2026-03-06,119.84,119.84,33.56925,2.6611000000000002,60.40096219009956,67.16019691105181,54.92274394935537
600861.SH,北京人力,文教休闲,SSE,48.33,8.4201,1.3638,0.6949,974279.9877,630875.3134,4.0616,2026-03-06,97.42799877,63.08753134,25.511899999999997,2.75305,66.99540214566535,50.462214634677906,54.12162524866952
002035.SZ,华帝股份,家用电器,SZSE,79.54,11.8997,1.3664,1.0866,519611.6678,479389.0899,6.3976,2026-03-06,51.96116678,47.93890899,26.45625,2.3583499999999997,55.02121426884007,42.06118684673606,53.819641761556845
002088.SZ,鲁阳节能,矿物制品,SZSE,72.94,23.7864,2.2139,0.7003,575210.4189,566992.1347,7.1365,2026-03-06,57.521041890000006,56.699213470000004,48.4429,3.6466499999999997,50.89806762188061,39.289484869674894,53.55557250965471
600820.SH,隧道股份,建筑工程,SSE,224.97,7.9861,0.6599,0.815,2037374.2689,2037374.2689,4.6296,2026-03-06,203.73742689,203.73742689,20.061799999999998,1.3445,60.1925051590585,50.91855708441799,53.241369188948795
601311.SH,骆驼股份,电气设备,SSE,30.44,14.9365,1.13,1.455,1113315.666,1113315.666,3.0558,2026-03-06,111.3315666,111.3315666,38.7738,3.1055,61.47785360217466,63.612944775398496,52.84242487348941
000623.SZ,吉林敖东,中成药,SZSE,480.48,8.7139,0.7376,0.852,2237520.2691,2228404.7683,2.6198,2026-03-06,223.75202691,222.84047683,22.1063,2.2639,60.58182509058503,67.419055611997,52.31784671983311
000589.SZ,贵州轮胎,汽车配件,SZSE,27.13,15.301,0.8733,1.8254,772648.3785,763981.4937,3.4073,2026-03-06,77.26483784999999,76.39814937,33.56925,2.6611000000000002,54.419595314164006,67.18274397805419,52.14456131908186
601766.SH,中国中车,运输设备,SSE,8.79,11.9873,1.0867,0.5366,18108983.2395,15350840.5683,5.0713,2026-03-06,1810.89832395,1535.08405683,29.7898,1.9045,59.76038778373807,42.94040430559202,52.00017640517284
002236.SZ,大华股份,IT设备,SZSE,850.19,15.4938,1.5818,1.0155,5972034.878,3844703.0449,3.5218,2026-03-06,597.2034878,384.47030449,40.9283,3.4168,62.144042141989765,53.70522125965815,51.53458323469335
000726.SZ,鲁泰Ａ,纺织,SZSE,55.48,9.897,0.6445,1.3915,618701.3384,445962.1655,2.642,2026-03-06,61.87013384,44.59621655,24.98775,1.8328,60.392592370261426,64.83522479266696,51.53360438590467
603187.SH,海容冷链,机械基件,SSE,75.51,17.3554,1.6138,2.2694,663476.4557,656515.3668,4.6287,2026-03-06,66.34764557000001,65.65153667999999,39.75035,3.1491,56.3390007886723,48.75361214315201,51.04778395841453
600210.SH,紫江企业,广告包装,SSE,45.4,8.989,1.6809,1.315,1120868.0208,1120868.0208,4.0595,2026-03-06,112.08680208000001,112.08680208000001,43.1325,2.1463,79.15956645221121,21.683827983040583,50.34747497579666
601686.SH,友发集团,钢加工,SSE,7.81,11.0088,1.4241,0.5837,909145.8236,909145.8236,7.0081,2026-03-06,90.91458236,90.91458236,28.39295,1.69585,61.2269947293254,16.024412536486132,50.322421652676
000404.SZ,长虹华意,家用电器,SZSE,35.52,11.1723,1.1932,1.782,507381.0687,504992.568,4.1152,2026-03-06,50.73810687,50.499256800000005,26.45625,2.3583499999999997,57.77065910701631,49.40530455615154,50.275455009651985
002705.SZ,新宝股份,家用电器,SZSE,29.669999999999998,11.0223,1.2794,0.6385,1104151.0608,1099020.624,4.3772,2026-03-06,110.41510608000002,109.9020624,26.45625,2.3583499999999997,58.3376328844791,45.75020671232004,50.19171516748765
002322.SZ,理工能科,软件服务,SZSE,76.65,22.4865,1.9779,2.1113,513932.3258,494067.9487,4.54,2026-03-06,51.393232579999996,49.40679487,51.951049999999995,3.65165,56.715985528685174,45.83544425122889,50.057027486842735
002081.SZ,金螳螂,装修装饰,SZSE,135.74,21.0164,0.7001,1.3421,961227.1754,957346.9698,2.7624,2026-03-06,96.12271754,95.73469698,42.15935,2.4941,50.15008533101199,71.92975421995911,49.926160398392526
002375.SZ,亚厦股份,装修装饰,SZSE,28.27,17.8343,0.6852,1.1129,561458.5327,555926.5595,1.6192,2026-03-06,56.145853269999996,55.592655949999994,42.15935,2.4941,57.69787722059283,72.5271641072932,49.694900120425096
000030.SZ,富奥股份,汽车配件,SZSE,14.019999999999998,13.6901,1.1291,0.646,920098.8021,893934.9481,2.8403,2026-03-06,92.00988020999999,89.39349481,33.56925,2.6611000000000002,59.218332253476014,57.57017774604487,49.479286225203865
600866.SH,星湖科技,饲料,SSE,124.42,10.1551,1.5659,3.3436,1300933.0583,983267.3807,4.8531,2026-03-06,130.09330583,98.32673807,31.7267,2.1063,67.99194369411254,25.656364240611495,49.45298674982846
000581.SZ,威孚高科,汽车配件,SZSE,114.54000000000002,15.892,1.2212,5.3685,2438233.5177,2002132.6976,3.9769,2026-03-06,243.82335177000002,200.21326976,33.56925,2.6611000000000002,52.65905553445489,54.10920296118147,49.2270831021364
002091.SZ,江苏国泰,商贸代理,SZSE,67.31,11.4702,0.9611,1.6804,1484475.7973,1456303.9121,5.1533,2026-03-06,148.44757973,145.63039121,29.2844,1.39745,60.83170561800822,31.22473075959784,49.16000147508264
600729.SH,重庆百货,百货,SSE,71.13,10.011,1.3084,1.6795,1021851.1386,446560.1981,6.5566,2026-03-06,102.18511386,44.65601981,37.911,1.3084,73.59341615889848,0.0,49.107166463559395
600300.SH,维维股份,软饮料,SSE,21.16,14.8024,1.7085,3.3418,601576.891,601576.891,3.4409,2026-03-06,60.15768909999999,60.15768909999999,30.2999,4.3829,51.147033488559366,61.01896004928244,49.08720141020848
603035.SH,常熟汽饰,汽车配件,SSE,18.02,14.1889,1.0368,1.0427,550619.6612,550619.6612,2.3187,2026-03-06,55.061966119999994,55.061966119999994,33.56925,2.6611000000000002,57.7324485950684,61.03866821990906,48.36067990400007
601598.SH,中国外运,仓储物流,SSE,7.490000000000001,11.4499,1.1286,0.6532,4318598.2387,3104797.0767,4.8208,2026-03-06,431.85982386999996,310.47970767,24.67665,1.8864,53.600265838353266,40.17175572519084,47.954033052898566
600064.SH,南京高科,园区开发,SSE,155.59,6.4817,0.7654,0.9321,1507125.8299,1507125.8299,3.4443,2026-03-06,150.71258299,150.71258299,19.03525,1.2011500000000002,65.9489631079182,36.27773383840487,47.59580539468874
000921.SZ,海信家电,家用电器,SZSE,28.269999999999996,9.5226,1.8942,0.5527,3205953.6109,2125453.5018,5.3089,2026-03-06,320.59536109000004,212.54535018,26.45625,2.3583499999999997,64.00623671155209,19.681132995526518,47.43353458327879
600273.SH,嘉化能源,化工原料,SSE,15.419999999999998,14.6154,1.5091,2.3644,1519705.0646,1519705.0646,3.5073,2026-03-06,151.97050646,151.97050646,36.8989,2.6035,60.39068915333519,42.035721144613014,47.28889200471799
603611.SH,诺力股份,专用机械,SSE,79.69,12.4385,1.9621,1.5121,616181.0921,616181.0921,3.75,2026-03-06,61.61810921,61.61810921,37.0845,2.8635,66.45903274953147,31.47895931552297,47.277300894469484
002543.SZ,万和电气,家用电器,SZSE,49.48,9.8,1.3226,0.618,669240.0,595449.9027,2.8808,2026-03-06,66.924,59.54499027,26.45625,2.3583499999999997,62.95771320576423,43.91841753768524,47.001010543611265
002483.SZ,润邦股份,专用机械,SZSE,26.3,15.8272,1.6391,1.9112,718925.8829,717938.398,3.6991,2026-03-06,71.89258828999999,71.7938398,37.0845,2.8635,57.32125281451819,42.758861533088876,46.85345958573394
002327.SZ,富安娜,纺织,SZSE,94.57,14.19,1.6698,1.2225,580065.913,339735.7863,8.9595,2026-03-06,58.0065913,33.97357863,24.98775,1.8328,43.212173965242975,8.893496289829772,46.83141847304612
002572.SZ,索菲亚,家居用品,SZSE,311.33,11.0452,1.7336,1.3142,1249072.1717,844948.3151,7.7101,2026-03-06,124.90721717000001,84.49483151,21.7759,1.9889,49.2778714083,12.83624113831766,46.6923209048153
000544.SZ,中原环保,环境保护,SZSE,39.84,8.3435,0.9755,1.1732,885013.5151,885013.5151,2.8634,2026-03-06,88.50135150999999,88.50135150999999,24.110750000000003,1.6168,65.39510384372116,39.66476991588323,46.647672512253436
000885.SZ,城发环境,环境保护,SZSE,31.43,7.611,0.989,1.1951,905972.4178,905972.4178,2.523,2026-03-06,90.59724178,90.59724178,24.110750000000003,1.6168,68.43316777785843,38.829787234042556,46.591203281356144
001308.SZ,康冠科技,元器件,SZSE,38.69,18.6666,1.8314,0.6659,1452387.4787,1025123.6271,2.6119,2026-03-06,145.23874787,102.51236271,46.41985,3.6221,59.78746161394317,49.438171226636484,46.58213601356822
600597.SH,光明乳业,乳制品,SSE,19.44,15.6767,1.1495,0.5985,1086237.3252,1086222.826,2.0305,2026-03-06,108.62373252,108.62228259999999,35.6722,2.8816,56.05345338947415,60.10896724042198,46.54557152791625
603368.SH,柳药集团,医药商业,SSE,56.95,8.8688,0.907,1.2633,695914.294,695914.294,4.2861,2026-03-06,69.5914294,69.5914294,25.119799999999998,1.2187000000000001,64.6939864170893,25.57643390498072,46.40882473832994
600987.SH,航民股份,纺织,SSE,47.27,11.2434,1.2686,2.5385,817675.9173,817675.9173,4.9938,2026-03-06,81.76759172999999,81.76759172999999,24.98775,1.8328,55.00435213254495,30.783500654735928,46.21819104943876
600060.SH,海信视像,家用电器,SSE,166.39,11.4752,1.44,0.9064,2942712.4328,2931880.4659,3.9024,2026-03-06,294.27124328,293.18804659,26.45625,2.3583499999999997,56.62575005905977,38.94036084550638,46.039608277275825
002884.SZ,凌霄泵业,机械基件,SZSE,107.67000000000002,13.9213,2.792,0.852,645616.9287,492895.8408,5.5402,2026-03-06,64.56169287,49.28958408,39.75035,3.1491,64.97817000353456,11.339747864469219,46.013792360754586
601137.SH,博威合金,小金属,SSE,46.41,16.7628,1.8609,2.9818,1905377.5501,1903966.5501,2.1326,2026-03-06,190.53775501,190.39665501000002,46.013149999999996,3.52495,63.56954479317325,47.20776181222429,45.987946460936584
600483.SH,福能股份,新型电力,SSE,30.78,9.6461,1.106,1.1456,2902463.8632,2902463.8632,3.6686,2026-03-06,290.24638632,290.24638632,27.9625,1.5627,65.5034421099687,29.225059192423362,45.97469460171449
600177.SH,雅戈尔,服饰,SSE,281.08,12.4609,0.7646,0.4789,3245656.2152,3245656.2152,5.1123,2026-03-06,324.56562152,324.56562152,19.0293,1.7297,34.51729701039975,55.795802740359605,45.882559626267785
000848.SZ,承德露露,软饮料,SZSE,208.1,13.3572,2.6117,0.5603,842520.0611,835205.0051,3.7372,2026-03-06,84.25200611000001,83.52050050999999,30.2999,4.3829,55.91668619368381,40.411599625818525,45.70175436521908
002984.SZ,森麒麟,汽车配件,SZSE,29.18,13.7117,1.5303,1.1541,2023279.5409,1393738.8595,3.0201,2026-03-06,202.32795409,139.37388595000002,33.56925,2.6611000000000002,59.15398765239021,42.49370561046184,45.47000674409463
002701.SZ,奥瑞金,广告包装,SZSE,54.28,12.6179,1.4258,1.4092,1395069.4556,1393786.1397,2.2018,2026-03-06,139.50694556,139.37861397,43.1325,2.1463,70.74618906856777,33.569398499743755,44.97469517735024
002061.SZ,浙江交科,建筑工程,SZSE,14.45,9.2932,0.6986,1.0767,1101811.4064,1070844.8148,3.0297,2026-03-06,110.18114064,107.08448148000001,20.061799999999998,1.3445,53.67713764467794,48.040163629602084,44.9720041467518
002508.SZ,老板电器,家用电器,SZSE,161.9,12.6029,1.6923,0.6746,1931455.1443,1908179.8526,4.8924,2026-03-06,193.14551443,190.81798526,26.45625,2.3583499999999997,52.3632412000945,28.242203235312825,44.095157450631646
002073.SZ,软控股份,专用机械,SZSE,75.3,16.9866,1.2914,1.7874,791307.7042,786960.4746,1.9327,2026-03-06,79.13077042,78.69604746,37.0845,2.8635,54.194879262225456,54.90134450846866,43.946455057430775
600528.SH,中铁工业,运输设备,SSE,26.609999999999996,13.1469,0.7651,1.0222,1899426.6077,1899426.6077,1.2117,2026-03-06,189.94266077,189.94266077,29.7898,1.9045,55.86778024693015,59.82672617484904,43.93022995122677
601966.SH,玲珑轮胎,汽车配件,SSE,17.59,17.9686,0.9432,0.8725,2170374.4789,2170374.4789,1.7465,2026-03-06,217.03744789,217.03744789,33.56925,2.6611000000000002,46.473037080065836,64.55601067227839,43.19551803370985
600015.SH,华夏银行,银行,SSE,25.66,4.0138,0.3556,0.3538,10917640.929,10555635.6523,5.9038,2026-03-06,1091.7640929,1055.56356523,6.088150000000001,0.5860000000000001,34.07192661153224,39.31740614334471,43.135392487616315
603995.SH,甬金股份,特种钢,SSE,32.82,10.5241,1.2356,1.0923,706373.7731,706373.7731,4.118,2026-03-06,70.63737731,70.63737731,19.8559,2.0387,46.99761783651206,39.39275028204248,42.97087221921757
002563.SZ,森马服饰,服饰,SZSE,40.06,15.6517,1.3016,0.739,1438644.1454,1179308.2096,9.3633,2026-03-06,143.86441454,117.93082095999999,19.0293,1.7297,17.749470553304636,24.749956639879745,42.61467521328578
600690.SH,海尔智家,家用电器,SSE,997.71,11.1228,1.9914,0.3941,23312787.3099,15545028.6297,4.9166,2026-03-06,2331.27873099,1554.50286297,26.45625,2.3583499999999997,57.95776045357902,15.559607352598203,42.600786387211066
600248.SH,陕建股份,建筑工程,SSE,16.31,12.287,0.471,0.7827,1361263.6441,1348889.1001,2.4725,2026-03-06,136.12636440999998,134.88891001,20.061799999999998,1.3445,38.75424936944839,64.96838973596132,42.409716668567754
000725.SZ,京东方Ａ,元器件,SZSE,16.3,24.4723,1.2237,2.581,16188371.364,15881307.0334,1.1558,2026-03-06,1618.8371364,1588.1307033399999,46.41985,3.6221,47.28052761911121,66.21573120565418,42.24433040934073
001914.SZ,招商积余,房产服务,SZSE,69.2,12.4211,1.0462,1.1695,1126426.5282,1126423.0005,2.2571,2026-03-06,112.64265282000001,112.64230005,26.2919,2.0062,52.75693274354458,47.8516598544512,42.22957105375319
603049.SH,中策橡胶,汽车配件,SSE,54.34,11.3513,1.9212,3.1965,4638271.6118,463827.1622,2.451,2026-03-06,463.82716118,46.38271622,33.56925,2.6611000000000002,66.18542267104567,27.80429145841946,42.16845650594411
601065.SH,江盐集团,化工原料,SSE,9.54,19.0598,1.2914,3.0455,571427.9342,370051.6542,2.4747,2026-03-06,57.142793420000004,37.00516542,36.8989,2.6035,48.34588564970771,50.39754177069329,41.881716791091065
600873.SH,梅花生物,食品,SSE,70.38,8.8139,2.062,2.8175,3323026.3553,3323026.3553,3.6112,2026-03-06,332.30263553,332.30263553,25.2255,2.456,65.05956274404868,16.04234527687297,41.67012868068136
600998.SH,九州通,医药商业,SSE,17.04,9.518,1.0017,0.5947,2652339.3431,2652339.3431,3.76,2026-03-06,265.23393431,265.23393431,25.119799999999998,1.2187000000000001,62.10957093607432,17.80585870189547,41.46558598499837
601669.SH,中国电建,建筑工程,SSE,7.34,9.611,0.714,5.2436,10266790.9631,7790629.4066,2.13,2026-03-06,1026.67909631,779.06294066,20.061799999999998,1.3445,52.093032529483885,46.894756415024176,41.29563993630081
600057.SH,厦门象屿,仓储物流,SSE,78.84000000000002,10.9686,1.4722,0.6157,2371892.0981,1747245.9869,4.1077,2026-03-06,237.18920981,174.72459869,24.67665,1.8864,55.550692658849556,21.95716709075488,41.130527190766294
600901.SH,江苏金租,多元金融,SSE,11.56,11.7615,1.533,0.3608,3718378.2487,3717470.4607,6.2309,2026-03-06,371.83782486999996,371.74704607,22.8387,1.7046,48.50188495842583,10.066877859908486,41.113517341342884
601997.SH,贵阳银行,银行,SSE,11.549999999999999,4.1154,0.3328,0.7125,2102313.8937,2102313.8937,5.0435,2026-03-06,210.23138937,210.23138937,6.088150000000001,0.5860000000000001,32.40311096145791,43.20819112627987,41.05420172246713
601117.SH,中国化学,建筑工程,SSE,11.29,9.3669,0.8777,2.7142,5697519.5291,5680166.8487,3.0654,2026-03-06,569.75195291,568.01668487,20.061799999999998,1.3445,53.309772802041685,34.7192264782447,40.93587706429008
601877.SH,正泰电器,电气设备,SSE,57.74,16.7453,1.7454,2.7675,7628839.8648,7628839.8648,1.6863,2026-03-06,762.88398648,762.88398648,38.7738,3.1055,56.81284785086837,43.79649009821285,40.92298616981121
605368.SH,蓝天燃气,供气供热,SSE,16.91,19.3483,1.8883,2.2527,607440.5278,607440.5278,10.0,2026-03-06,60.744052780000004,60.744052780000004,23.16695,2.1878,16.483179702118754,13.689551147271239,40.700137225028875
600028.SH,中国石化,石油加工,SSE,15.83,23.0782,1.0018,0.607,83196753.7847,65189703.058,3.3168,2026-03-06,8319.675378470001,6518.9703058,33.7369,2.5155000000000003,31.59359632924187,60.17491552375274,40.64031318882257
002267.SZ,陕天然气,供气供热,SZSE,24.1,13.4779,1.3823,2.4535,909677.714,909677.714,4.2787,2026-03-06,90.9677714,90.9677714,23.16695,2.1878,41.82272590910758,36.81780784349576,40.610532716691765
002441.SZ,众业达,电气设备,SZSE,57.3,28.887,1.3597,4.7659,607710.6676,445372.9776,4.4803,2026-03-06,60.771066760000004,44.53729776,38.7738,3.1055,25.498661467279447,56.216390275318,40.50528166950718
600332.SH,白云山,中成药,SSE,32.36,13.6963,1.0791,0.6402,4090490.0277,3537221.6277,3.1797,2026-03-06,409.04900277,353.72216277,22.1063,2.2639,38.04345367610138,52.334467070100274,40.45682159147063
002101.SZ,广东鸿图,汽车配件,SZSE,48.23,21.9848,1.0071,0.638,787285.8432,784721.4558,2.6414,2026-03-06,78.72858432,78.47214558,33.56925,2.6611000000000002,34.509111761507924,62.15474803652625,40.37426911556104
000528.SZ,柳工,工程机械,SZSE,170.33,15.3392,1.23,1.659,2245670.305,2242717.0037,2.3876,2026-03-06,224.56703050000002,224.27170037,26.276600000000002,2.6967,41.62410661957788,54.38869729669595,40.129051836839935
600352.SH,浙江龙盛,染料涂料,SSE,201.22,24.8475,1.509,1.9958,5153277.6662,5153277.6662,2.8409,2026-03-06,515.32776662,515.32776662,53.945449999999994,2.26485,53.93958155877836,33.3730710643089,40.110453942804014
600420.SH,国药现代,化学制药,SSE,81.85,15.3804,1.0539,1.3601,1452490.0254,1452490.0254,2.7701,2026-03-06,145.24900254,145.24900254,24.56945,2.3919499999999996,37.40030810620506,55.93971445891426,40.0523375801563
002393.SZ,力生制药,化学制药,SZSE,38.4,14.814,1.1691,1.9308,571842.7915,555661.2647,2.9162,2026-03-06,57.18427915,55.56612647000001,24.56945,2.3919499999999996,39.70561001569022,51.12356027508935,39.96791208880289
002296.SZ,辉煌科技,通信设备,SZSE,72.35,17.7492,2.2365,4.185,537231.3992,479085.8973,1.4503,2026-03-06,53.72313992,47.90858973,42.2158,3.8141,57.95602594289342,41.36231352088304,39.942004433422284
600782.SH,新钢股份,普钢,SSE,43.75,13.5993,0.4995,1.9338,1321369.1918,1305445.6418,0.2409,2026-03-06,132.13691917999998,130.54456418,27.25555,1.3493,50.1044741346258,62.98080486178018,39.65873111238437
603202.SH,天有为,汽车配件,SSE,94.87,13.7378,2.2606,1.8797,1462080.0,303948.5032,3.8192,2026-03-06,146.208,30.394850319999996,33.56925,2.6611000000000002,59.07623792607818,15.050167224080269,39.603145337655356
601677.SH,明泰铝业,铝,SSE,25.79,11.9884,1.1248,3.1145,2087876.1697,2045033.1267,1.3043,2026-03-06,208.78761697,204.50331266999999,22.8419,2.4817,47.51574956549148,54.67623000362655,39.32206882728456
000883.SZ,湖北能源,水力发电,SZSE,20.33,18.1094,0.9224,0.5872,3433503.0006,3142598.9452,1.893,2026-03-06,343.35030006,314.25989452,32.0871,2.0018,43.56174288109551,53.92147067639124,39.280138355355575
002746.SZ,仙坛股份,农业综合,SZSE,30.759999999999998,19.3792,1.2222,3.5896,556768.5564,459160.5189,3.864,2026-03-06,55.67685564,45.916051890000006,29.9079,2.2085999999999997,35.20374215508277,44.661776691116536,39.072029869368066
600496.SH,精工钢构,钢加工,SSE,36.21,13.9902,0.9527,1.0162,875654.9846,875654.9846,1.8182,2026-03-06,87.56549846,87.56549846,28.39295,1.69585,50.72650076867673,43.82168234218828,38.891705010127176
601002.SH,晋亿实业,机械基件,SSE,6.65,24.8703,1.2379,2.3206,525896.8367,525896.8367,1.8149,2026-03-06,52.58968367,52.58968367,39.75035,3.1491,37.433758444894195,60.690355974722934,38.625310170374554
601216.SH,君正集团,化工原料,SSE,92.75,15.886,1.853,2.6621,5341265.0079,5341265.0079,2.3697,2026-03-06,534.1265007899999,534.1265007899999,36.8989,2.6035,56.94722606906981,28.826579604378722,38.535964308941544
600874.SH,创业环保,环境保护,SSE,8.69,12.3515,1.017,1.6654,1027053.4276,804693.4276,2.5994,2026-03-06,102.70534276000001,80.46934276,24.110750000000003,1.6168,48.7718134027353,37.097971301335974,38.436316751494914
000157.SZ,中联重科,工程机械,SZSE,495.59999999999997,19.8032,1.5052,0.7754,8518807.2075,6964361.1026,5.0761,2026-03-06,851.8807207499999,696.43611026,26.276600000000002,2.6967,24.635607346460354,44.1836318463307,38.33763249248335
600019.SH,宝钢股份,普钢,SSE,16.47,16.384,0.7572,0.6099,15465280.1718,15465280.1718,3.0492,2026-03-06,1546.52801718,1546.52801718,27.25555,1.3493,39.88747245973756,43.882012895575485,38.26719285256767
600480.SH,凌云股份,汽车配件,SSE,35.25,18.0815,1.7239,0.7602,1343290.5853,1323374.0215,3.0099,2026-03-06,134.32905853,132.33740215,33.56925,2.6611000000000002,46.136717382723766,35.21851865769795,38.04994255039889
002588.SZ,史丹利,农药化肥,SZSE,108.95,13.2175,1.7634,3.7393,1291270.9096,962487.876,2.7208,2026-03-06,129.12709096,96.2487876,26.9048,2.584,50.873078409800485,31.75696594427244,38.038721147201926
603408.SH,建霖家居,家居用品,SSE,15.390000000000002,12.8234,1.662,0.4689,556333.239,556333.239,5.5511,2026-03-06,55.63332389999999,55.63332389999999,21.7759,1.9889,41.11196322540056,16.43622102669817,38.02895159816967
601339.SH,百隆东方,纺织,SSE,19.66,19.2342,1.1474,0.6379,1052697.438,1052697.438,5.8405,2026-03-06,105.26974380000001,105.26974380000001,24.98775,1.8328,23.025482486418337,37.3963334788302,37.95059303821639
000913.SZ,钱江摩托,摩托车,SZSE,35.58,15.3738,1.731,1.6032,815166.738,715339.314,5.814,2026-03-06,81.5166738,71.5339314,19.21405,2.96765,19.98667641647649,41.671019156571695,37.9379763135621
002026.SZ,山东威达,机械基件,SZSE,39.63,18.9213,1.6642,1.6202,625114.8214,625060.864,0.9161,2026-03-06,62.51148214,62.506086399999994,39.75035,3.1491,52.39966440547064,47.1531548696453,37.85411222308185
601369.SH,陕鼓动力,机械基件,SSE,24.67,20.7255,2.3425,1.295,2057828.5434,2037216.2826,3.6013,2026-03-06,205.78285434,203.72162826000002,39.75035,3.1491,47.86083644546526,25.613667397034078,37.63233479729633
000563.SZ,陕国投Ａ,多元金融,SZSE,70.05,12.7085,0.9611,1.2529,1820573.4474,1820573.4474,2.2472,2026-03-06,182.05734474,182.05734474,22.8387,1.7046,44.35541427489304,43.617270913997416,37.56894698415644
603112.SH,华翔股份,机械基件,SSE,19.400000000000002,17.174,2.21,2.0231,964744.6255,902284.9086,1.8633,2026-03-06,96.47446255,90.22849086,39.75035,3.1491,56.79534897177005,29.821218760915812,37.25440521698277
