symbol,total_amount,total_shares,num_buyers,key_person_amount,key_person_count,latest_date,key_person_details
688432,5225832.0,577440,8,3127680.0,4,2025-12-11,"[{'name': '杨波', 'title': '高级管理人员', 'amount': 695040.0, 'shares': 76800, 'price': 9.05, 'date': Timestamp('2025-12-11 00:00:00'), 'is_key': True}, {'name': '方永义', 'title': '董事', 'amount': 868800.0000000001, 'shares': 96000, 'price': 9.05, 'date': Timestamp('2025-12-11 00:00:00'), 'is_key': True}, {'name': '张果虎', 'title': '董事', 'amount': 868800.0000000001, 'shares': 96000, 'price': 9.05, 'date': Timestamp('2025-12-11 00:00:00'), 'is_key': True}]"
600435,2696672.84,319511,3,2696672.84,3,2025-12-29,"[{'name': '胡小军', 'title': '董事、高级管理人员', 'amount': 1050273.5999999999, 'shares': 124440, 'price': 8.44, 'date': Timestamp('2025-12-29 00:00:00'), 'is_key': True}, {'name': '周静', 'title': '董事', 'amount': 1416907.2, 'shares': 167880, 'price': 8.44, 'date': Timestamp('2025-12-29 00:00:00'), 'is_key': True}, {'name': '李猛', 'title': '董事', 'amount': 229492.03999999998, 'shares': 27191, 'price': 8.44, 'date': Timestamp('2025-12-26 00:00:00'), 'is_key': True}]"
600250,2400750.0,495000,4,2400750.0,4,2026-02-06,"[{'name': '马焕栋', 'title': '高级管理人员', 'amount': 592185.0, 'shares': 122100, 'price': 4.85, 'date': Timestamp('2026-02-06 00:00:00'), 'is_key': True}, {'name': '袁一骏', 'title': '高级管理人员', 'amount': 480149.99999999994, 'shares': 99000, 'price': 4.85, 'date': Timestamp('2026-02-06 00:00:00'), 'is_key': True}, {'name': '沈颖', 'title': '董事、高级管理人员', 'amount': 736230.0, 'shares': 151800, 'price': 4.85, 'date': Timestamp('2026-02-06 00:00:00'), 'is_key': True}]"
300190,2307291.0,519200,2,2307291.0,6,2026-03-03,"[{'name': '黄兴刚', 'title': '董事、高管', 'amount': 225420.0, 'shares': 51000, 'price': 4.42, 'date': Timestamp('2026-03-03 00:00:00'), 'is_key': True}, {'name': '李遥', 'title': '董事、高管', 'amount': 649740.0, 'shares': 142800, 'price': 4.55, 'date': Timestamp('2026-03-02 00:00:00'), 'is_key': True}, {'name': '李遥', 'title': '董事、高管', 'amount': 304380.0, 'shares': 68400, 'price': 4.45, 'date': Timestamp('2026-02-02 00:00:00'), 'is_key': True}]"
603135,5579766.0,1148100,12,2170962.0,7,2026-01-27,"[{'name': '高坤', 'title': '董事、高级管理人员', 'amount': 369360.0, 'shares': 76000, 'price': 4.86, 'date': Timestamp('2026-01-27 00:00:00'), 'is_key': True}, {'name': '霍利锋', 'title': '高级管理人员', 'amount': 300348.0, 'shares': 61800, 'price': 4.86, 'date': Timestamp('2026-01-27 00:00:00'), 'is_key': True}, {'name': '陈孟华', 'title': '高级管理人员', 'amount': 300348.0, 'shares': 61800, 'price': 4.86, 'date': Timestamp('2026-01-27 00:00:00'), 'is_key': True}]"
688279,2076600.0,30000,4,2076600.0,4,2026-01-14,"[{'name': '焦倩倩', 'title': '高级管理人员', 'amount': 207660.0, 'shares': 3000, 'price': 69.22, 'date': Timestamp('2026-01-14 00:00:00'), 'is_key': True}, {'name': '张红梅', 'title': '高级管理人员', 'amount': 207660.0, 'shares': 3000, 'price': 69.22, 'date': Timestamp('2026-01-14 00:00:00'), 'is_key': True}, {'name': 'BI LEI', 'title': '董事', 'amount': 1245960.0, 'shares': 18000, 'price': 69.22, 'date': Timestamp('2026-01-14 00:00:00'), 'is_key': True}]"
000426,1993200.0,40000,1,1993200.0,1,2026-02-03,"[{'name': '孙凯', 'title': '董秘、董事、高管', 'amount': 1993200.0, 'shares': 40000, 'price': 49.83, 'date': Timestamp('2026-02-03 00:00:00'), 'is_key': True}]"
688126,1901636.75,88625,4,1901636.75,11,2025-12-31,"[{'name': '黄燕', 'title': '高级管理人员', 'amount': 76386.75, 'shares': 3525, 'price': 21.67, 'date': Timestamp('2025-12-31 00:00:00'), 'is_key': True}, {'name': '黄燕', 'title': '高级管理人员', 'amount': 128760.0, 'shares': 6000, 'price': 21.46, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}, {'name': '陈泰祥', 'title': '高级管理人员', 'amount': 215000.0, 'shares': 10000, 'price': 21.5, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}]"
301303,1888334.0000000002,117800,1,1888334.0000000002,1,2026-03-06,"[{'name': '杨燕明', 'title': '董事', 'amount': 1888334.0000000002, 'shares': 117800, 'price': 16.03, 'date': Timestamp('2026-03-06 00:00:00'), 'is_key': True}]"
605338,1798518.0,63900,2,1798518.0,6,2026-03-02,"[{'name': '李俊', 'title': '董事、高级管理人员', 'amount': 141500.0, 'shares': 5000, 'price': 28.3, 'date': Timestamp('2026-03-02 00:00:00'), 'is_key': True}, {'name': '李俊', 'title': '董事、高级管理人员', 'amount': 428700.0, 'shares': 15000, 'price': 28.58, 'date': Timestamp('2026-02-26 00:00:00'), 'is_key': True}, {'name': '李俊', 'title': '董事、高级管理人员', 'amount': 431850.0, 'shares': 15000, 'price': 28.79, 'date': Timestamp('2026-02-13 00:00:00'), 'is_key': True}]"
601128,1743380.0,248000,4,1743380.0,7,2026-03-04,"[{'name': '程鹏飞', 'title': '高级管理人员', 'amount': 141600.0, 'shares': 20000, 'price': 7.08, 'date': Timestamp('2026-03-04 00:00:00'), 'is_key': True}, {'name': '程鹏飞', 'title': '高级管理人员', 'amount': 213000.0, 'shares': 30000, 'price': 7.1, 'date': Timestamp('2026-02-26 00:00:00'), 'is_key': True}, {'name': '干晴', 'title': '高级管理人员', 'amount': 213300.0, 'shares': 30000, 'price': 7.11, 'date': Timestamp('2026-02-26 00:00:00'), 'is_key': True}]"
600018,1604684.0,294700,2,1604684.0,2,2025-12-30,"[{'name': '王海建', 'title': '高级管理人员', 'amount': 826220.0, 'shares': 151600, 'price': 5.45, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}, {'name': '杨智勇', 'title': '高级管理人员', 'amount': 778464.0, 'shares': 143100, 'price': 5.44, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}]"
603299,1456539.0,143400,9,1456539.0,14,2026-01-05,"[{'name': '万泽湘', 'title': '董事', 'amount': 71622.0, 'shares': 6900, 'price': 10.38, 'date': Timestamp('2026-01-05 00:00:00'), 'is_key': True}, {'name': '万泽湘', 'title': '董事', 'amount': 30750.0, 'shares': 3000, 'price': 10.25, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}, {'name': '丁光旭', 'title': '董事', 'amount': 100450.0, 'shares': 9800, 'price': 10.25, 'date': Timestamp('2025-12-30 00:00:00'), 'is_key': True}]"
600763,1815086.0,38200,4,1447950.0,3,2026-02-13,"[{'name': '黄浴华', 'title': '董事', 'amount': 475900.00000000006, 'shares': 10000, 'price': 47.59, 'date': Timestamp('2026-02-13 00:00:00'), 'is_key': True}, {'name': '王毅', 'title': '董事', 'amount': 498750.0, 'shares': 10500, 'price': 47.5, 'date': Timestamp('2026-02-13 00:00:00'), 'is_key': True}, {'name': '张华', 'title': '董事', 'amount': 473300.0, 'shares': 10000, 'price': 47.33, 'date': Timestamp('2026-02-13 00:00:00'), 'is_key': True}]"
002097,1343100.0,110000,1,1343100.0,2,2025-12-26,"[{'name': '朱建新', 'title': '高管', 'amount': 491200.0, 'shares': 40000, 'price': 12.28, 'date': Timestamp('2025-12-26 00:00:00'), 'is_key': True}, {'name': '朱建新', 'title': '高管', 'amount': 851900.0, 'shares': 70000, 'price': 12.17, 'date': Timestamp('2025-12-25 00:00:00'), 'is_key': True}]"
688667,3020380.2,81980,7,1238157.0,2,2025-12-23,"[{'name': '石奕', 'title': '高级管理人员、核心技术人员', 'amount': 627741.0, 'shares': 17100, 'price': 36.71, 'date': Timestamp('2025-12-23 00:00:00'), 'is_key': True}, {'name': '王杰', 'title': '董事、核心技术人员', 'amount': 610416.0, 'shares': 16200, 'price': 37.68, 'date': Timestamp('2025-12-23 00:00:00'), 'is_key': True}]"
605020,1229897.5,145550,6,1229897.5,6,2026-01-15,"[{'name': '陈文亮', 'title': '董事、高级管理人员', 'amount': 158184.0, 'shares': 18720, 'price': 8.45, 'date': Timestamp('2026-01-15 00:00:00'), 'is_key': True}, {'name': '谢东颖', 'title': '高级管理人员', 'amount': 276568.5, 'shares': 32730, 'price': 8.45, 'date': Timestamp('2026-01-15 00:00:00'), 'is_key': True}, {'name': '程文霞', 'title': '高级管理人员', 'amount': 166465.0, 'shares': 19700, 'price': 8.45, 'date': Timestamp('2026-01-15 00:00:00'), 'is_key': True}]"
688377,1195200.0,160000,3,1195200.0,3,2026-01-16,"[{'name': '张闻骋', 'title': '董事', 'amount': 298800.0, 'shares': 40000, 'price': 7.47, 'date': Timestamp('2026-01-16 00:00:00'), 'is_key': True}, {'name': 'YONGSHENG LIN', 'title': '高级管理人员', 'amount': 298800.0, 'shares': 40000, 'price': 7.47, 'date': Timestamp('2026-01-16 00:00:00'), 'is_key': True}, {'name': 'CHONG HOE', 'title': '高级管理人员', 'amount': 597600.0, 'shares': 80000, 'price': 7.47, 'date': Timestamp('2026-01-16 00:00:00'), 'is_key': True}]"
601916,1184120.0,386200,3,1184120.0,3,2025-12-16,"[{'name': '景峰', 'title': '高级管理人员', 'amount': 182900.0, 'shares': 59000, 'price': 3.1, 'date': Timestamp('2025-12-16 00:00:00'), 'is_key': True}, {'name': '陈海强', 'title': '董事、高级管理人员', 'amount': 500809.99999999994, 'shares': 164200, 'price': 3.05, 'date': Timestamp('2025-12-12 00:00:00'), 'is_key': True}, {'name': '林静然', 'title': '高级管理人员', 'amount': 500410.0, 'shares': 163000, 'price': 3.07, 'date': Timestamp('2025-12-12 00:00:00'), 'is_key': True}]"
000404,1048640.0,148400,2,1048640.0,3,2026-03-04,"[{'name': '肖文艺', 'title': '董事、高管', 'amount': 350000.0, 'shares': 50000, 'price': 7.0, 'date': Timestamp('2026-03-04 00:00:00'), 'is_key': True}, {'name': '肖文艺', 'title': '董事、高管', 'amount': 390500.0, 'shares': 55000, 'price': 7.1, 'date': Timestamp('2026-02-05 00:00:00'), 'is_key': True}, {'name': '姚辉军', 'title': '高管', 'amount': 308140.0, 'shares': 43400, 'price': 7.1, 'date': Timestamp('2026-02-05 00:00:00'), 'is_key': True}]"
688289,1260565.74,157374,13,1029709.53,8,2025-12-18,"[{'name': '黄强', 'title': '高级管理人员', 'amount': 35043.75, 'shares': 4375, 'price': 8.01, 'date': Timestamp('2025-12-18 00:00:00'), 'is_key': True}, {'name': '邓中平', 'title': '高级管理人员、核心技术人员', 'amount': 90112.5, 'shares': 11250, 'price': 8.01, 'date': Timestamp('2025-12-18 00:00:00'), 'is_key': True}, {'name': '谭德勇', 'title': '高级管理人员、核心技术人员', 'amount': 131203.8, 'shares': 16380, 'price': 8.01, 'date': Timestamp('2025-12-18 00:00:00'), 'is_key': True}]"
002986,1022250.0,99600,1,1022250.0,2,2025-12-17,"[{'name': '周丽萍', 'title': '高管', 'amount': 559650.0, 'shares': 54600, 'price': 10.25, 'date': Timestamp('2025-12-17 00:00:00'), 'is_key': True}, {'name': '周丽萍', 'title': '高管', 'amount': 462600.0, 'shares': 45000, 'price': 10.28, 'date': Timestamp('2025-12-16 00:00:00'), 'is_key': True}]"
603151,1494000.0,120000,3,747000.0,4,2026-03-03,"[{'name': '王艾琴', 'title': '高级管理人员', 'amount': 249000.0, 'shares': 20000, 'price': 12.45, 'date': Timestamp('2026-03-03 00:00:00'), 'is_key': True}, {'name': '王艾琴', 'title': '高级管理人员', 'amount': 124500.0, 'shares': 10000, 'price': 12.45, 'date': Timestamp('2026-02-24 00:00:00'), 'is_key': True}, {'name': '罗晓', 'title': '高级管理人员', 'amount': 124500.0, 'shares': 10000, 'price': 12.45, 'date': Timestamp('2026-02-04 00:00:00'), 'is_key': True}]"
688252,1127733.97,103367,7,696788.97,4,2026-01-12,"[{'name': '郭英麟', 'title': '董事、高级管理人员', 'amount': 203962.45, 'shares': 18695, 'price': 10.91, 'date': Timestamp('2026-01-12 00:00:00'), 'is_key': True}, {'name': '邓玲玲', 'title': '高级管理人员', 'amount': 150012.5, 'shares': 13750, 'price': 10.91, 'date': Timestamp('2026-01-12 00:00:00'), 'is_key': True}, {'name': '王飞英', 'title': '高级管理人员', 'amount': 152358.15, 'shares': 13965, 'price': 10.91, 'date': Timestamp('2026-01-12 00:00:00'), 'is_key': True}]"
603037,2808600.0,180000,1,0.0,0,2026-03-05,[]
688061,1331950.0,85000,3,0.0,0,2025-12-15,[]
688300,6100000.0,100000,1,0.0,0,2026-02-04,[]
688102,13232362.0,1468700,11,,13,2026-03-05,"[{'name': '张航', 'title': '董事、高级管理人员', 'amount': 1932000.0, 'shares': 200000, 'price': 9.66, 'date': Timestamp('2026-03-05 00:00:00'), 'is_key': True}, {'name': '张航', 'title': '董事、高级管理人员', 'amount': 869400.0, 'shares': 90000, 'price': 9.66, 'date': Timestamp('2026-03-04 00:00:00'), 'is_key': True}, {'name': '张航', 'title': '董事、高级管理人员', 'amount': 966000.0, 'shares': 100000, 'price': 9.66, 'date': Timestamp('2026-03-02 00:00:00'), 'is_key': True}]"
