symbol,name,industry,list_date,price,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,median_market_cap,stock_count,pe_vs_industry,growth_score
300047.SZ,天源迪科,软件服务,2010-01-20,,283.8283,2.5454,83.92719884,71.93805311999999,3.65,0.114,60.1386,3.8249,83.08830400000001,61.0,371.9569461211269,60
301587.SZ,中瑞股份,电气设备,2024-04-08,,77.5199,1.8073,35.75651531,17.827052809999998,2.7389,1.9976,44.2981,3.26595,92.1528,172.0,74.99599305613562,60
603633.SH,徕木股份,汽车配件,2016-11-17,,226.9832,1.8862,36.5776871,36.5776871,1.4557,0.3123,34.46,3.055,62.5856,189.0,558.6860127684272,60
301270.SZ,汉仪股份,软件服务,2022-08-31,,248.3437,3.7371,36.81,34.782815879999994,3.6008,0.2716,60.1386,3.8249,83.08830400000001,61.0,312.9522469761518,60
002158.SZ,汉钟精机,工程机械,2007-08-17,,27.0002,2.9,126.83656577,126.56687174,2.1252,2.4452,36.0433,2.8809,100.39983889999999,31.0,-25.089545074951523,60
300872.SZ,天阳科技,软件服务,2020-08-24,,170.5455,2.3397,85.2747532,73.73068377,2.3193,0.2671,60.1386,3.8249,83.08830400000001,61.0,183.58741307579493,60
603655.SH,朗博科技,汽车配件,2017-12-29,,97.7259,7.2587,40.28,40.28,1.0625,0.4955,34.46,3.055,62.5856,189.0,183.59228090539753,60
603969.SH,银龙股份,其他建材,2015-02-27,,25.0897,3.2073,85.56293120000001,84.21207831999999,2.1668,0.8016,27.55155,2.03685,39.525135015,14.0,-8.935431944845202,60
603686.SH,福龙马,环境保护,2015-01-26,,59.7375,2.5238,85.62020625999999,85.62020625999999,4.1872,0.7666,28.28245,1.8,60.113765645,58.0,111.21755717768438,60
920799.BJ,艾融软件,软件服务,2020-07-27,,129.4845,20.3038,84.54136015,48.64394211,1.8009,0.6177,60.1386,3.8249,83.08830400000001,61.0,115.31013359140387,60
688386.SH,泛亚微透,化工原料,2020-10-16,,74.8978,5.7442,84.66761430000001,77.35,2.1927,0.0827,40.87335,2.7121,70.847334845,142.0,83.24360494062756,60
002079.SZ,苏州固锝,电气设备,2006-11-16,,88.422,2.7454,84.70870487,84.6291973,3.9695,0.1817,44.2981,3.26595,92.1528,172.0,99.6067551429971,60
300399.SZ,天利科技,互联网,2014-10-09,,333.1458,9.9403,51.02032,51.0153432,2.3618,0.1936,36.3196,3.9651,98.472550215,26.0,817.2617539840747,60
002861.SZ,瀛通通讯,元器件,2017-04-13,,342.3657,3.2766,36.08320344,29.087609399999998,4.9175,0.5163,49.2977,3.6356,91.562289,139.0,594.4861524979867,60
603068.SH,博通集成,半导体,2019-04-15,,278.2874,3.0054,51.896084370000004,51.896084370000004,2.11,,56.3646,4.3551,194.28398969,69.0,393.727268533796,60
300527.SZ,ST应急,专用机械,2016-08-05,,736.1702,2.9379,85.51038829,85.51038829,1.4628,0.0303,45.8908,3.3432000000000004,61.19272684,132.0,1504.1781795043887,60
603276.SH,恒兴新材,化工原料,2023-09-25,,91.6198,2.1444,37.37690946,13.615619039999999,3.4619,0.6872,40.87335,2.7121,70.847334845,142.0,124.15534816695964,60
688592.SH,司南导航,通信设备,2023-08-16,,256.1285,3.9698,37.39809339,17.90492009,2.6518,0.1957,50.9568,4.3576,174.95548365,35.0,402.6385094825421,60
002869.SZ,金溢科技,通信设备,2017-05-15,,209.1426,1.764,37.75365908,33.6143954,1.8103,0.9194,50.9568,4.3576,174.95548365,35.0,310.43118877166535,60
301601.SZ,惠通科技,专用机械,2025-01-15,,90.913,2.9874,37.915552000000005,22.801152,1.0706,0.6669,45.8908,3.3432000000000004,61.19272684,132.0,98.10724589678105,60
300416.SZ,苏试试验,电器仪表,2015-01-22,,36.5946,3.2956,87.77535132,87.18775843,2.882,0.8691,42.51325,3.7175000000000002,48.593972005,60.0,-13.921894938636777,60
001358.SZ,兴欣新材,化工原料,2023-12-21,,57.9599,2.5768,36.87376,15.257208979999998,2.1138,1.6384,40.87335,2.7121,70.847334845,142.0,41.80364467311829,60
603040.SH,新坐标,汽车配件,2017-02-09,,48.1653,8.7868,124.82985366,124.17874476,1.5119,1.2497,34.46,3.055,62.5856,189.0,39.77161926871736,60
603305.SH,旭升集团,汽车配件,2017-07-10,,45.4195,1.9676,178.5569719,178.5569719,2.7785,2.0277,34.46,3.055,62.5856,189.0,31.803540336622167,60
002052.SZ,同洲电子,家用电器,2006-06-27,,27.4247,26.02,86.60580878,79.34846154,2.1839,,28.5034,2.4257,72.63865877,63.0,-3.7844608011675724,60
000532.SZ,华金资本,多元金融,1994-01-03,,22.6077,3.2268,50.60318431,50.43310271,1.869,0.4087,22.6332,1.6435,213.8028814,13.0,-0.11266634854990641,60
605398.SH,新炬网络,软件服务,2021-01-21,,760.9943,4.9451,50.93022663,50.93022663,3.8188,0.0472,60.1386,3.8249,83.08830400000001,61.0,1165.400757583316,60
688579.SH,地纬智能,软件服务,2020-07-17,,84.8346,3.625,50.961273999999996,50.961273999999996,2.701,0.5102,60.1386,3.8249,83.08830400000001,61.0,41.06513952769103,60
300206.SZ,理邦仪器,医疗保健,2011-04-21,,34.4272,3.9636,84.97864652,49.60644423,2.5754,1.412,36.9026,2.8358499999999998,67.744790975,94.0,-6.707928438646602,60
002363.SZ,隆基机械,汽车配件,2010-03-05,,70.4931,1.7091,36.43664931,36.337263799999995,1.5297,0.688,34.46,3.055,62.5856,189.0,104.56500290191526,60
300845.SZ,捷安高科,软件服务,2020-07-03,,53.0593,3.2786,26.26036847,18.4665979,6.3873,1.9238,60.1386,3.8249,83.08830400000001,61.0,-11.77164084298603,60
603025.SH,大豪科技,纺织机械,2015-04-22,,25.7697,6.8479,178.5530982,177.3570462,1.1303,2.1742,49.2393,2.8364,55.95870894000001,5.0,-47.66436565913813,60
600163.SH,中闽能源,新型电力,1998-06-02,,22.0328,1.8076,125.59774544,125.59774544,2.7765,1.2576,28.6706,1.61005,202.213230455,22.0,-23.15193961758735,60
300950.SZ,德固特,专用机械,2021-03-03,,50.63,4.4925,35.8485256,21.30348191,2.5879,0.8395,45.8908,3.3432000000000004,61.19272684,132.0,10.327124390945471,60
688551.SH,科威尔,专用机械,2020-09-10,,55.2875,2.7696,35.881378600000005,35.881378600000005,4.9117,1.1597,45.8908,3.3432000000000004,61.19272684,132.0,20.476217455350536,60
300213.SZ,佳讯飞鸿,通信设备,2011-05-05,,228.0153,2.3554,51.709725420000005,48.04330252,2.4415,0.5747,50.9568,4.3576,174.95548365,35.0,347.46785512434053,60
002871.SZ,伟隆股份,机械基件,2017-05-11,,35.9007,4.7217,51.781150530000005,30.715720559999998,1.5138,1.6919,41.7448,3.607,53.566907365000006,70.0,-13.999587972633712,60
603819.SH,神力股份,电气设备,2016-11-25,,104.2925,3.4211,27.45577658,27.45577658,1.9274,0.1586,44.2981,3.26595,92.1528,172.0,135.43334815714445,60
300694.SZ,蠡湖股份,汽车配件,2018-10-15,,87.7975,1.9731,27.52452368,27.52452368,2.5263,0.6258,34.46,3.055,62.5856,189.0,154.78090539756238,60
603153.SH,上海建科,建筑工程,2023-03-13,,22.0441,1.8553,67.21722138,22.14,1.4045,1.5316,22.912149999999997,1.85595,82.64635561,66.0,-3.7886012443179564,60
300991.SZ,创益通,元器件,2021-05-20,,323.271,12.8989,82.3248,52.6775814,4.6242,0.0525,49.2977,3.6356,91.562289,139.0,555.7527024587354,60
688163.SH,赛伦生物,生物制药,2022-03-11,,50.2663,2.3364,25.994444,25.994444,1.0684,1.3322,34.0425,2.4535,105.33756137000002,33.0,47.6574869648234,60
301502.SZ,华阳智能,电气设备,2024-02-02,,78.6583,3.127,25.9958259,10.7415198,4.7361,0.7686,44.2981,3.26595,92.1528,172.0,77.56585496894901,60
301359.SZ,东南电子,元器件,2022-11-09,,61.995,3.0939,26.102227199999998,14.855759760000002,3.6339,1.6443,49.2977,3.6356,91.562289,139.0,25.756374029620037,60
688092.SH,爱科科技,专用机械,2021-03-19,,51.2885,3.9578,26.113475469999997,26.113475469999997,1.7655,0.8864,45.8908,3.3432000000000004,61.19272684,132.0,11.762052524689045,60
688618.SH,三旺通信,通信设备,2020-12-30,,97.0777,4.149,35.50180999,35.45741663,2.0384,0.4974,50.9568,4.3576,174.95548365,35.0,90.50980438332076,60
001255.SZ,博菲电气,电气设备,2022-09-30,,442.4964,4.0199,35.57198773,29.012164799999997,3.7276,0.0883,44.2981,3.26595,92.1528,172.0,898.9060478891872,60
688687.SH,凯因科技,生物制药,2021-02-08,,120.0543,2.0566,35.57353422,35.57353422,1.7945,1.412,34.0425,2.4535,105.33756137000002,33.0,252.6600572813395,60
301380.SZ,挖金客,软件服务,2022-10-25,,61.4126,4.912,35.750971879999994,28.4684353,2.4514,0.6846,60.1386,3.8249,83.08830400000001,61.0,2.1184397375396182,60
300004.SZ,南风股份,电气设备,2009-10-30,,100.3311,3.719,66.19111716,66.19111716,4.8644,,44.2981,3.26595,92.1528,172.0,126.49075242504759,60
002937.SZ,兴瑞科技,元器件,2018-09-26,,53.4483,5.418,82.63358897,82.40464592000001,3.8137,1.4414,49.2977,3.6356,91.562289,139.0,8.419459731387072,60
600130.SH,*ST波导,元器件,2000-07-06,,782.0788,3.6798,35.325,35.325,2.7661,,49.2977,3.6356,91.562289,139.0,1486.4407467285494,60
301555.SZ,惠柏新材,化工原料,2023-10-31,,48.051,3.2132,35.4304128,18.565344,8.8711,0.5729,40.87335,2.7121,70.847334845,142.0,17.56070887265174,60
300425.SZ,中建环能,环境保护,2015-02-16,,57.6976,1.5352,36.08969472,35.9228203,1.6946,0.4915,28.28245,1.8,60.113765645,58.0,104.00495713773029,60
301395.SZ,仁信新材,化工原料,2023-07-03,,69.2094,2.3475,36.20900031,20.49087831,2.3187,0.5518,40.87335,2.7121,70.847334845,142.0,69.32646822440539,60
688391.SH,钜泉科技,半导体,2022-09-13,,84.6658,1.9522,36.29370956,36.29370956,1.0203,1.9035,56.3646,4.3551,194.28398969,69.0,50.21094800637279,60
600560.SH,金自天正,电气设备,2002-09-19,,70.3277,3.7612,36.297664649999994,36.297664649999994,1.2377,0.4375,44.2981,3.26595,92.1528,172.0,58.76008226086446,60
301059.SZ,金三江,化工原料,2021-09-13,,50.8172,5.736,35.0429464,31.341333140000003,3.1067,1.1131,40.87335,2.7121,70.847334845,142.0,24.32844383932317,60
600458.SH,时代新材,塑料,2002-12-19,,22.5513,1.673,128.16475970000002,118.72313269,1.6203,1.8981,38.6252,3.3695500000000003,44.932663250000004,42.0,-41.6150595983969,60
688016.SH,心脉医疗,医疗保健,2019-07-22,,22.8288,3.1547,128.57471424,128.57471424,2.661,1.5526,36.9026,2.8358499999999998,67.744790975,94.0,-38.13769219512988,60
300871.SZ,回盛生物,农业综合,2020-08-24,,23.8393,2.4356,51.35200297,51.35200297,2.9847,0.8103,26.0278,2.1993,81.48763115,25.0,-8.408317260775009,60
301000.SZ,肇民科技,汽车配件,2021-05-28,,56.738,6.5796,81.84965751,77.26376151000001,1.8566,0.5923,34.46,3.055,62.5856,189.0,64.64886825304701,60
002510.SZ,天汽模,汽车配件,2010-11-25,,144.1123,3.2818,82.02320761,81.19163324,4.9641,0.3713,34.46,3.055,62.5856,189.0,318.20168311085314,60
603315.SH,福鞍股份,环境保护,2015-04-24,,109.7281,3.0595,51.96340802,51.96340802,3.9512,0.5118,28.28245,1.8,60.113765645,58.0,287.9723998451337,60
300485.SZ,赛升药业,生物制药,2015-06-26,,64.1197,1.5276,52.06813784,29.59963737,1.8034,,34.0425,2.4535,105.33756137000002,33.0,88.35191304986414,60
603159.SH,上海亚虹,专用机械,2016-08-12,,530.8446,6.9391,34.79,34.79,1.0033,0.2616,45.8908,3.3432000000000004,61.19272684,132.0,1056.7560382473175,60
688345.SH,博力威,电气设备,2021-06-11,,65.5635,3.2395,36.322785450000005,35.91,1.5083,,44.2981,3.26595,92.1528,172.0,48.00521918547299,60
002860.SZ,星帅尔,家用电器,2017-04-12,,27.5793,2.1302,48.381333399999995,47.02693064,2.6887,0.7355,28.5034,2.4257,72.63865877,63.0,-3.242069367163213,60
300834.SZ,星辉环材,化工原料,2022-01-13,,73.8929,1.6545,48.583058130000005,48.26063617,2.1376,1.2017,40.87335,2.7121,70.847334845,142.0,80.78503474758001,60
603016.SH,新宏泰,电气设备,2016-07-01,,73.4504,5.9018,48.670559999999995,48.670559999999995,1.4252,1.4399,44.2981,3.26595,92.1528,172.0,65.80936879911329,60
688410.SH,山外山,医疗保健,2022-12-26,,34.0111,2.7404,48.67517473,48.67517473,2.212,0.6567,36.9026,2.8358499999999998,67.744790975,94.0,-7.835491266198047,60
301163.SZ,宏德股份,电气设备,2022-04-19,,70.6346,2.2408,25.45104,17.0689268,3.7938,0.4008,44.2981,3.26595,92.1528,172.0,59.4528884986038,60
300899.SZ,*ST凯鑫,环境保护,2020-10-16,,115.148,3.9886,25.53889979,16.39080083,1.5244,0.974,28.28245,1.8,60.113765645,58.0,307.1358740137435,60
600241.SH,时代万恒,电气设备,2000-11-28,,1140.2297,2.2014,25.72200485,25.72200485,1.6142,,44.2981,3.26595,92.1528,172.0,2473.992338271845,60
300650.SZ,太龙股份,元器件,2017-05-03,,68.4086,2.9461,37.35046716,29.14608785,3.9341,0.2922,49.2977,3.6356,91.562289,139.0,38.766311612915025,60
688711.SH,宏微科技,半导体,2021-09-01,,375.1401,6.2872,65.39817817000001,65.39817817000001,3.7052,,56.3646,4.3551,194.28398969,69.0,565.5597662362547,60
603767.SH,中马传动,汽车配件,2017-06-13,,721.1271,4.3621,60.646089749999994,60.646089749999994,1.0544,1.0178,34.46,3.055,62.5856,189.0,1992.6497388276262,60
300563.SZ,神宇股份,通信设备,2016-11-14,,93.1691,5.5215,61.01573621,42.92884066,4.7422,0.6944,50.9568,4.3576,174.95548365,35.0,82.83938551871388,60
603988.SH,中电电机,电气设备,2014-11-04,,151.3294,9.5839,64.3272,64.3272,2.7045,0.1463,44.2981,3.26595,92.1528,172.0,241.61600610409923,60
688356.SH,键凯科技,化学制药,2020-08-26,,101.5381,4.879,64.36858791,64.36858791,2.1888,0.141,28.3127,2.5159,77.59760816000001,91.0,258.63093240842454,60
301068.SZ,大地海洋,环境保护,2021-09-28,,198.8459,5.0997,40.31738119,28.751913469999998,1.0364,0.8035,28.28245,1.8,60.113765645,58.0,603.0716928696064,60
603656.SH,泰禾智能,专用机械,2017-03-21,,132.1143,3.066,40.39433505,40.39433505,1.8491,0.2229,45.8908,3.3432000000000004,61.19272684,132.0,187.88842208024263,60
000020.SZ,深华发Ａ,元器件,1992-04-28,,92.5275,9.5292,40.492055459999996,25.90665091,1.4688,,49.2977,3.6356,91.562289,139.0,87.69131217075036,60
603177.SH,德创环保,环境保护,2017-02-07,,219.7954,7.1328,25.830288,25.830288,3.3376,0.3192,28.28245,1.8,60.113765645,58.0,677.1441300170246,60
301317.SZ,鑫磊股份,机械基件,2023-01-19,,23.4941,6.9176,93.05648000000001,30.90046594,27.4551,0.9839,41.7448,3.607,53.566907365000006,70.0,-43.71969682451467,60
300792.SZ,壹网壹创,互联网,2019-09-27,,116.8812,3.1831,93.18957571,83.58949359,3.9092,0.2543,36.3196,3.9651,98.472550215,26.0,221.81301556184536,60
300327.SZ,中颖电子,半导体,2012-06-13,,90.4627,5.2342,91.55548013,90.88070474999999,3.3634,0.7416,56.3646,4.3551,194.28398969,69.0,60.49559475273486,60
688377.SH,迪威尔,专用机械,2020-07-08,,74.5153,4.8386,91.6492236,91.6492236,2.8246,0.2963,45.8908,3.3432000000000004,61.19272684,132.0,62.37524732626147,60
002392.SZ,北京利尔,其他建材,2010-04-23,,25.7034,1.5894,91.6677946,88.07886649,1.4028,0.4195,27.55155,2.03685,39.525135015,14.0,-6.707971057889667,60
300493.SZ,润欣科技,元器件,2015-12-10,,202.5723,7.8885,91.79251952,90.73408329,3.5678,0.1954,49.2977,3.6356,91.562289,139.0,310.9163307821663,60
603273.SH,天元智能,专用机械,2023-10-23,,125.909,4.6295,40.548095280000005,10.60624928,3.1472,0.3964,45.8908,3.3432000000000004,61.19272684,132.0,174.36653969858884,60
603680.SH,今创集团,运输设备,2018-02-27,,22.7538,2.0947,114.81479937,114.81479937,1.1712,2.0478,36.9185,2.1153,46.792109894999996,36.0,-38.367485136178345,60
002664.SZ,信质集团,汽车配件,2012-03-16,,163.72,2.5735,90.8245,89.57317958,2.7358,,34.46,3.055,62.5856,189.0,375.1015670342426,60
600603.SH,广汇物流,区域地产,1992-01-13,,22.466,1.2462,91.05101422,91.05101422,5.7461,,32.356700000000004,1.0937999999999999,46.872116070000004,10.0,-30.567703134126784,60
688596.SH,正帆科技,专用机械,2020-08-20,,66.1444,2.532,91.26888436,91.26888436,2.3472,0.8961,45.8908,3.3432000000000004,61.19272684,132.0,44.134336293984866,60
003010.SZ,若羽臣,互联网,2020-09-25,,58.4616,11.3805,89.27406961,64.90280623,1.8075,1.6352,36.3196,3.9651,98.472550215,26.0,60.964327800966956,60
688499.SH,利元亨,专用机械,2021-07-01,,175.7906,3.8995,89.59483881,89.59483881,2.6888,,45.8908,3.3432000000000004,61.19272684,132.0,283.0628361240162,60
001298.SZ,好上好,元器件,2022-10-31,,183.9069,5.5927,90.07441018,49.95150501,2.7318,0.1364,49.2977,3.6356,91.562289,139.0,273.05371244500253,60
300482.SZ,万孚生物,医疗保健,2015-06-30,,34.8404,1.676,90.38719593,83.10996503,1.0979,2.1305,36.9026,2.8358499999999998,67.744790975,94.0,-5.588224135968732,60
002476.SZ,宝莫股份,化工原料,2010-09-15,,56.2842,4.156,39.9024,39.89766159,4.7592,0.1534,40.87335,2.7121,70.847334845,142.0,37.70390731368972,60
300993.SZ,玉马科技,家居用品,2021-05-24,,24.2217,2.6622,40.704131520000004,31.808910519999998,1.2759,0.7422,25.1388,2.3898,46.11771545,43.0,-3.648145496205075,60
301121.SZ,紫建电子,电气设备,2022-08-08,,103.6874,2.3934,39.78737055,20.36819507,4.5139,0.3522,44.2981,3.26595,92.1528,172.0,134.0673753501843,60
300822.SZ,贝仕达克,元器件,2020-03-13,,177.8637,3.9449,49.62771666,46.03483849,1.0658,0.6246,49.2977,3.6356,91.562289,139.0,260.795128373129,60
002443.SZ,金洲管道,钢加工,2010-07-06,,28.8711,1.4537,49.71114216,49.60523763,3.7122,2.0619,29.28805,1.6898,73.34152584,16.0,-1.4236181650878086,60
300925.SZ,法本信息,软件服务,2020-12-30,,82.4434,3.9834,87.41375389000001,71.27245244,3.206,0.3136,60.1386,3.8249,83.08830400000001,61.0,37.08899109723206,60
300687.SZ,赛意信息,软件服务,2017-08-03,,121.2244,3.1728,87.68597267,70.65485845,3.7349,0.3263,60.1386,3.8249,83.08830400000001,61.0,101.57502835117546,60
603375.SH,盛景微,半导体,2024-01-24,,163.9251,2.3995,37.93120013,24.03265405,1.6981,0.2654,56.3646,4.3551,194.28398969,69.0,190.82988258587835,60
300484.SZ,蓝海华腾,电气设备,2016-03-22,,70.56,5.6504,38.15959038,30.642153529999998,2.0742,0.8706,44.2981,3.26595,92.1528,172.0,59.28448398464043,60
000931.SZ,中关村,化学制药,1999-07-12,,75.672,2.3773,38.93666497,38.828226799999996,1.3667,,28.3127,2.5159,77.59760816000001,91.0,167.27228416929506,60
301512.SZ,智信精密,专用机械,2023-07-20,,71.1648,2.6219,26.442699719999997,12.30248372,4.4885,0.7564,45.8908,3.3432000000000004,61.19272684,132.0,55.07421966930192,60
920227.BJ,美登科技,软件服务,2022-12-28,,60.9311,6.3835,26.558103000000003,12.08382399,4.0463,1.4663,60.1386,3.8249,83.08830400000001,61.0,1.3177892401885045,60
300905.SZ,宝丽迪,染料涂料,2020-11-05,,43.4877,3.1928,60.575304200000005,47.10899011,2.2697,1.4714,53.204,2.798,48.12704,17.0,-18.262348695586805,60
688179.SH,阿拉丁,化学制药,2020-10-26,,58.5801,6.1105,60.600991029999996,60.600991029999996,3.8163,0.8383,28.3127,2.5159,77.59760816000001,91.0,106.903968890286,60
001260.SZ,坤泰股份,汽车配件,2023-02-16,,56.6247,3.0504,25.2425,25.2425,1.8474,0.574,34.46,3.055,62.5856,189.0,64.32008125362738,60
002802.SZ,洪汇新材,化工原料,2016-06-29,,55.3682,4.004,25.33997661,20.95093721,3.0166,0.7043,40.87335,2.7121,70.847334845,142.0,35.46283825524455,60
301001.SZ,凯淳股份,互联网,2021-05-28,,279.1112,3.2462,25.352,15.94007,3.6377,1.1833,36.3196,3.9651,98.472550215,26.0,668.4864370752981,60
301371.SZ,敷尔佳,日用化工,2023-08-01,,26.0464,2.2024,123.0566064,18.40497204,1.8744,3.2512,36.68185,3.23665,71.82351416,14.0,-28.99376667207352,60
002978.SZ,安宁股份,小金属,2020-04-17,,22.5607,2.1194,180.9137509,141.8171509,2.0337,1.3019,45.899100000000004,3.39795,225.02669957,28.0,-50.84718436744947,60
301318.SZ,维海德,IT设备,2022-08-10,,31.9099,2.0743,38.95254899,25.5606971,0.9287,1.2984,37.1952,3.3306,81.30469813,33.0,-14.209629199466598,60
603595.SH,ST东尼,元器件,2017-07-12,,98.7539,2.5246,39.02706654,39.02706654,1.0711,0.0893,49.2977,3.6356,91.562289,139.0,100.32151601393169,60
603922.SH,金鸿顺,汽车配件,2017-10-23,,198.9745,3.779,39.280640000000005,39.280640000000005,4.9161,,34.46,3.055,62.5856,189.0,477.40713871154963,60
300634.SZ,彩讯股份,软件服务,2018-03-23,,52.6446,4.1792,121.78182191,117.29138765,4.6403,0.5895,60.1386,3.8249,83.08830400000001,61.0,-12.461214594287197,60
300908.SZ,仲景食品,食品,2020-11-23,,22.2066,2.2726,40.004,33.74383268,0.8116,2.9197,27.69005,2.42235,59.643046725,64.0,-19.80296171368415,60
688286.SH,敏芯股份,半导体,2020-08-10,,107.1142,3.7399,40.071525030000004,40.071525030000004,3.2213,,56.3646,4.3551,194.28398969,69.0,90.0380735426136,60
688010.SH,福光股份,元器件,2019-07-22,,387.6741,2.839,49.21212366,49.21212366,3.6547,0.184,49.2977,3.6356,91.562289,139.0,686.3938885586954,60
002478.SZ,常宝股份,钢加工,2010-09-21,,19.4124,2.0224,119.44664062999999,95.83319418,10.8513,1.647,29.28805,1.6898,73.34152584,16.0,-33.7190424080811,60
605222.SH,起帆电缆,电气设备,2020-07-31,,59.8791,1.9096,89.06319823999999,89.06319823999999,2.5138,0.1854,44.2981,3.26595,92.1528,172.0,35.17306611344505,60
002404.SZ,嘉欣丝绸,纺织,2010-05-11,,24.5566,1.9999,39.53963879,32.17856898,2.2576,4.2493,26.09245,2.0822000000000003,49.34744082,30.0,-5.886185467443648,60
002686.SZ,亿利达,专用机械,2012-07-03,,324.6719,2.4185,39.69336322,36.64355582,2.493,0.1425,45.8908,3.3432000000000004,61.19272684,132.0,607.487993236117,60
001223.SZ,欧克科技,专用机械,2022-12-12,,73.8452,2.5752,50.1767,50.1767,1.1343,0.1993,45.8908,3.3432000000000004,61.19272684,132.0,60.91504179486957,60
300698.SZ,万马科技,通信设备,2017-08-31,,117.4993,9.7606,50.25,44.45472863,3.1136,,50.9568,4.3576,174.95548365,35.0,130.5861043079628,60
300584.SZ,海辰药业,化学制药,2017-01-12,,112.3101,4.8203,50.292,34.412613650000004,3.592,0.2386,28.3127,2.5159,77.59760816000001,91.0,296.67746276405995,60
688663.SH,新风光,电气设备,2021-04-13,,90.6869,6.3077,86.34194838,86.34194838,4.4926,0.963,44.2981,3.26595,92.1528,172.0,104.71961551398365,60
688226.SH,威腾电气,电气设备,2021-07-07,,271.947,5.0475,86.47806571,86.47806571,3.7039,0.3298,44.2981,3.26595,92.1528,172.0,513.9021763913125,60
002892.SZ,科力尔,电气设备,2017-08-17,,254.846,6.7812,88.3765514,57.38162556,1.4805,0.3512,44.2981,3.26595,92.1528,172.0,475.29781187003505,60
601098.SH,中南传媒,出版业,2010-10-28,,12.2246,1.2432,193.6088,193.6088,0.4858,5.102,16.8846,1.2855,123.41805866,21.0,-27.599113985525264,55
002349.SZ,精华制药,中成药,2010-02-03,,28.0138,2.327,62.97232552,61.79633092,1.4626,1.0343,21.885,2.327,66.944,43.0,28.004569339730402,55
920751.BJ,惠同新材,小金属,2023-07-17,,44.1407,5.1066,20.514792,19.62052035,1.4394,1.269,45.899100000000004,3.39795,225.02669957,28.0,-3.831011937053235,55
920792.BJ,东和新材,其他建材,2023-03-30,,27.6801,1.9932,20.775270000000003,12.59503417,2.7022,0.7968,27.55155,2.03685,39.525135015,14.0,0.4665799201859808,55
601965.SH,中国汽研,汽车服务,2012-06-11,,17.9584,2.4302,190.37981754999998,189.49740698,1.1856,1.7914,,,,,0.0,55
002508.SZ,老板电器,家用电器,2010-11-23,,12.5289,1.6823,192.01158773,189.69772312,0.477,4.9213,28.5034,2.4257,72.63865877,63.0,-56.04419121929314,55
601107.SH,四川成渝,路桥,2009-07-27,,11.7568,1.0129,192.351974,136.036346,0.5572,4.6105,13.054,1.0146,103.18944,19.0,-9.937184004902713,55
688798.SH,艾为电子,半导体,2021-08-16,,52.4433,3.9566,166.0109017,96.66276119999999,2.0444,0.4625,56.3646,4.3551,194.28398969,69.0,-6.957026218584009,55
601811.SH,新华文轩,出版业,2016-08-08,,10.1938,1.1266,166.1983827,106.66945533,0.4418,4.4543,16.8846,1.2855,123.41805866,21.0,-39.62664202883101,55
301039.SZ,中集车辆,汽车整车,2021-07-08,,19.7963,1.1774,171.10755955000002,132.60663075000002,1.1737,3.0668,19.7963,1.6062,243.7853922,15.0,0.0,55
605577.SH,龙版传媒,出版业,2021-08-24,,21.4331,1.4659,58.266666740000005,58.266666740000005,1.1121,1.1442,16.8846,1.2855,123.41805866,21.0,26.938748919133417,55
001219.SZ,青岛食品,食品,2021-10-21,,28.0495,2.7891,29.072077130000004,28.347200790000002,1.9139,2.6828,27.69005,2.42235,59.643046725,64.0,1.2981197217050853,55
002541.SZ,鸿路钢构,钢加工,2011-01-18,,26.3039,1.6847,161.25700609,115.94297291000001,1.4652,1.5345,29.28805,1.6898,73.34152584,16.0,-10.18896785549055,55
600223.SH,福瑞达,日用化工,2000-01-13,,33.5205,1.7142,71.76975551999999,71.76975551999999,0.6758,0.8499,36.68185,3.23665,71.82351416,14.0,-8.618294878802457,55
603115.SH,海星股份,铝,2019-08-09,,34.4948,3.4073,70.36591736,70.36591736,4.6746,2.0396,22.0426,2.4935,181.04267826,19.0,56.491520963951615,55
000888.SZ,峨眉山Ａ,旅游景点,1997-10-21,,31.3668,2.6328,70.55366436,70.55366436,2.2758,2.4645,31.3668,2.3162,68.547648,11.0,0.0,55
301058.SZ,中粮科工,建筑工程,2021-09-09,,24.4739,2.6446,57.83576226,57.83576226,2.9781,1.3286,22.912149999999997,1.85595,82.64635561,66.0,6.816252512313352,55
301323.SZ,新莱福,橡胶,2023-06-06,,40.6552,2.6855,58.07377950000001,37.22012965,4.5008,1.0696,41.7583,2.6855,36.109122850000006,9.0,-2.6416305261468924,55
002949.SZ,华阳国际,建筑工程,2019-02-26,,34.3434,1.9992,28.857656780000003,22.357072940000002,2.3203,2.3777,22.912149999999997,1.85595,82.64635561,66.0,49.89165137274331,55
002847.SZ,盐津铺子,食品,2017-02-08,,22.1318,8.2135,166.32563322000001,148.71845025,0.89,2.2959,27.69005,2.42235,59.643046725,64.0,-20.07309484814943,55
002913.SZ,奥士康,元器件,2017-12-01,,47.2851,3.8243,168.77231603,160.43523957,6.8299,1.1282,49.2977,3.6356,91.562289,139.0,-4.082543404661879,55
002946.SZ,新乳业,乳制品,2019-01-25,,24.5864,4.7933,168.86486605,166.90910266,0.8503,1.631,35.114,2.8365,63.29053931,11.0,-29.981204078145463,55
