symbol,name,industry,list_date,price,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,median_market_cap,stock_count,pe_vs_industry,growth_score
300193.SZ,佳士科技,专用机械,2011-03-22,,19.7346,2.0172,46.481980969999995,40.95839359,4.0514,2.0492,45.8908,3.3432000000000004,61.19272684,132.0,-56.99660934217752,100
920523.BJ,德瑞锂电,电气设备,2021-06-03,,16.9013,3.5165,25.06195869,19.89942306,1.5526,1.2126,44.2981,3.26595,92.1528,172.0,-61.84644488138318,100
000885.SZ,城发环境,环境保护,1999-03-19,,7.5355,0.9792,89.69833222000001,89.69833222000001,1.0053,2.5483,28.28245,1.8,60.113765645,58.0,-73.35626864009306,100
600526.SH,菲达环保,环境保护,2002-07-22,,18.2622,1.1666,52.16685671,51.24551912,1.4661,1.7055,28.28245,1.8,60.113765645,58.0,-35.42921493717836,100
002616.SZ,长青集团,环境保护,2011-09-20,,17.7169,1.5359,52.326276809999996,35.77754832,4.5956,2.1271,28.28245,1.8,60.113765645,58.0,-37.35726572485765,100
920735.BJ,德源药业,化学制药,2021-02-19,,17.0431,3.0898,40.38016376,35.713238909999994,1.7967,0.891,28.3127,2.5159,77.59760816000001,91.0,-39.80404553433618,100
002483.SZ,润邦股份,专用机械,2010-09-29,,15.4369,1.5987,70.11965147000001,70.0233382,1.6247,3.7927,45.8908,3.3432000000000004,61.19272684,132.0,-66.3616672622835,100
300705.SZ,九典制药,化学制药,2017-10-10,,15.9046,2.8298,74.59340689,55.00119618000001,1.1055,2.0609,28.3127,2.5159,77.59760816000001,91.0,-43.825209181745294,100
002393.SZ,力生制药,化学制药,2010-04-23,,14.4803,1.1428,55.89634493,54.314637139999995,2.0504,2.9834,28.3127,2.5159,77.59760816000001,91.0,-48.85581382206572,100
920195.BJ,三祥科技,汽车配件,2022-12-30,,19.3101,2.575,21.37054,15.42545873,1.5738,0.9174,34.46,3.055,62.5856,189.0,-43.963726059199075,100
002605.SZ,姚记科技,互联网,2011-08-05,,19.1346,2.6254,96.6445217,78.03917424,2.5481,2.154,36.3196,3.9651,98.472550215,26.0,-47.31604973623058,100
600742.SH,富维股份,汽车配件,1996-08-26,,15.4625,0.9245,77.35232531,77.35232531,1.952,6.4361,34.46,3.055,62.5856,189.0,-55.12913522925131,100
688501.SH,青达环保,环境保护,2021-07-16,,18.1246,2.9088,32.795664,32.795664,2.0096,0.9006,28.28245,1.8,60.113765645,58.0,-35.915735730108246,100
603367.SH,辰欣药业,化学制药,2017-09-29,,15.5359,1.2618,76.56072321,76.56072321,1.0447,2.4128,28.3127,2.5159,77.59760816000001,91.0,-45.127451638310724,100
000589.SZ,贵州轮胎,汽车配件,1996-03-08,,15.1163,0.8628,76.33206315,75.85069657,2.3468,3.4489,34.46,3.055,62.5856,189.0,-56.13377829367382,100
603611.SH,诺力股份,专用机械,2015-01-28,,12.0849,1.9064,59.866423829999995,59.866423829999995,1.9988,3.8597,45.8908,3.3432000000000004,61.19272684,132.0,-73.66596354824932,100
002997.SZ,瑞鹄模具,汽车配件,2020-09-03,,14.9676,2.7864,67.7573129,67.7573129,1.2998,1.3902,34.46,3.055,62.5856,189.0,-56.56529309344168,100
300815.SZ,玉禾田,环境保护,2020-01-23,,18.9163,2.1891,96.6187008,94.62825938,2.5213,1.547,28.28245,1.8,60.113765645,58.0,-33.116473289973115,100
603035.SH,常熟汽饰,汽车配件,2017-01-05,,13.9718,1.0209,54.21936784,54.21936784,1.0019,2.3547,34.46,3.055,62.5856,189.0,-59.45502031340685,100
603201.SH,常润股份,汽车配件,2022-07-29,,13.3604,1.9821,34.272341850000004,33.97919546,1.079,2.2105,34.46,3.055,62.5856,189.0,-61.22925130586188,100
002073.SZ,软控股份,专用机械,2006-10-18,,17.0523,1.2964,79.43668835,79.00028476,2.5436,1.9253,45.8908,3.3432000000000004,61.19272684,132.0,-62.84157173115309,100
603817.SH,海峡环保,环境保护,2017-02-20,,19.2387,1.2974,41.04605081,41.04605081,2.7186,0.8333,28.28245,1.8,60.113765645,58.0,-31.976543757701325,100
605319.SH,无锡振华,汽车配件,2021-06-07,,18.8341,3.2365,83.98570433,72.23396293,1.6688,1.9949,34.46,3.055,62.5856,189.0,-45.34503772489843,100
603855.SH,华荣股份,专用机械,2017-05-24,,15.1964,3.1987,66.9284313,66.53609475,1.3149,5.0431,45.8908,3.3432000000000004,61.19272684,132.0,-66.88573744628553,100
600262.SH,北方股份,专用机械,2000-06-30,,18.6685,2.6699,47.005,47.005,4.4534,1.1429,45.8908,3.3432000000000004,61.19272684,132.0,-59.31973293121933,100
300388.SZ,节能国祯,环境保护,2014-08-01,,16.5378,1.3026,59.99982055,59.890578579999996,1.2799,2.2134,28.28245,1.8,60.113765645,58.0,-41.52628219973871,100
002346.SZ,柘中股份,电气设备,2010-01-28,,16.4536,3.2682,94.27635132,83.97489348,1.8143,2.1942,44.2981,3.26595,92.1528,172.0,-62.85709770847959,100
002833.SZ,弘亚数控,专用机械,2016-12-28,,18.7624,2.7429,75.30120929,51.21811206,4.2073,3.9437,45.8908,3.3432000000000004,61.19272684,132.0,-59.1151167554281,100
002034.SZ,旺能环境,环境保护,2004-08-26,,12.8778,1.1264,77.24955588,76.86618162,1.5833,2.7527,28.28245,1.8,60.113765645,58.0,-54.46716956982157,100
002058.SZ,*ST威尔,电气设备,2006-08-02,,16.294,76.723,30.697943050000003,30.62720513,1.7119,,44.2981,3.26595,92.1528,172.0,-63.217384041302,100
000544.SZ,中原环保,环境保护,1993-12-08,,8.3252,0.9733,88.30641461,88.30641461,1.3292,2.8698,28.28245,1.8,60.113765645,58.0,-70.56407772311098,100
603811.SH,诚意药业,化学制药,2017-03-15,,16.6869,2.8571,37.77091853,37.77091853,1.5022,2.1027,28.3127,2.5159,77.59760816000001,91.0,-41.062138192401285,100
300533.SZ,冰川网络,互联网,2016-08-18,,15.1293,4.75,72.47219493,50.995183850000004,3.2805,3.2352,36.3196,3.9651,98.472550215,26.0,-58.34397955924625,100
001395.SZ,亚联机械,专用机械,2025-01-27,,19.7955,3.073,36.789108,19.773513,1.4361,1.4702,45.8908,3.3432000000000004,61.19272684,132.0,-56.86390300452378,100
000915.SZ,华特达因,化学制药,1999-06-09,,13.5334,2.7634,75.54847076,75.49954656,0.958,7.7543,28.3127,2.5159,77.59760816000001,91.0,-52.200249358061924,95
688101.SH,三达膜,环境保护,2019-11-15,,15.281,1.3033,57.70369707,57.70369707,0.7994,,28.28245,1.8,60.113765645,58.0,-45.970027349115796,95
605183.SH,确成股份,化工原料,2020-12-07,,16.1828,2.4956,90.45458404,89.70340429,0.9296,1.3727,40.87335,2.7121,70.847334845,142.0,-60.407453756543084,95
603788.SH,宁波高发,汽车配件,2015-01-20,,18.1199,1.7003,35.13274821,35.13274821,0.8314,4.4444,34.46,3.055,62.5856,189.0,-47.41758560650029,95
000030.SZ,富奥股份,汽车配件,1993-09-29,,13.4853,1.1122,90.63403153,88.05676964999999,0.9677,2.8835,34.46,3.055,62.5856,189.0,-60.86680208937898,95
003002.SZ,壶化股份,化工原料,2020-09-22,,28.6824,3.4803,52.2,47.72313878,1.2214,0.5722,40.87335,2.7121,70.847334845,142.0,-29.826158120144303,90
001207.SZ,联科科技,化工原料,2021-06-23,,20.6622,2.5694,60.475979929999994,55.09476241,4.1422,2.0537,40.87335,2.7121,70.847334845,142.0,-49.44823460763554,90
300174.SZ,元力股份,化工原料,2011-02-01,,24.899,1.7812,61.0052353,60.667588630000004,1.9907,1.3655,40.87335,2.7121,70.847334845,142.0,-39.08255623774416,90
300951.SZ,博硕科技,元器件,2021-02-26,,31.9142,2.656,61.81427785,55.24380087,1.5733,1.6245,49.2977,3.6356,91.562289,139.0,-35.262294184110004,90
300833.SZ,浩洋股份,专用机械,2020-05-20,,24.944,1.8313,44.2969731,28.455665590000002,4.8632,3.7122,45.8908,3.3432000000000004,61.19272684,132.0,-45.64487871207301,90
002322.SZ,理工能科,软件服务,2009-12-18,,22.8704,2.0117,52.270499709999996,50.2501541,3.3338,4.4638,60.1386,3.8249,83.08830400000001,61.0,-61.97051477753056,90
300566.SZ,激智科技,元器件,2016-11-15,,27.8454,2.516,52.31608275,45.245414030000006,4.4901,0.9929,49.2977,3.6356,91.562289,139.0,-43.515823253417494,90
300926.SZ,博俊科技,汽车配件,2021-01-07,,14.4054,3.8413,125.64874561999999,86.20755231,1.6837,0.5007,34.46,3.055,62.5856,189.0,-58.19674985490424,90
603948.SH,建业股份,化工原料,2020-03-02,,21.108,2.1968,46.114425589999996,46.114425589999996,1.4419,3.5236,40.87335,2.7121,70.847334845,142.0,-48.357548378099665,90
002020.SZ,京新药业,化学制药,2004-07-15,,18.5604,2.3402,132.2540759,111.20153626000001,1.6527,2.1538,28.3127,2.5159,77.59760816000001,91.0,-34.444966393173374,90
600480.SH,凌云股份,汽车配件,2003-08-15,,17.8018,1.6972,132.251175,130.29032678000002,1.0743,3.0572,34.46,3.055,62.5856,189.0,-48.340684852002326,90
920663.BJ,明阳科技,汽车配件,2023-03-15,,24.8434,5.0152,20.40682353,9.79089226,1.291,3.4293,34.46,3.055,62.5856,189.0,-27.90655832849681,90
002984.SZ,森麒麟,汽车配件,2020-09-11,,13.4028,1.4958,197.76961821,136.23387008,1.9893,3.0897,34.46,3.055,62.5856,189.0,-61.10621009866512,90
300641.SZ,正丹股份,化工原料,2017-04-18,,10.0419,3.3337,104.42575375,104.42575375,3.0071,3.0196,40.87335,2.7121,70.847334845,142.0,-75.43166880130941,90
605058.SH,澳弘电子,元器件,2020-10-21,,30.7434,2.6089,45.49269329,45.49269329,1.9195,1.885,49.2977,3.6356,91.562289,139.0,-37.6372528535814,90
920017.BJ,星昊医药,化学制药,2023-05-31,,21.3585,1.3846,22.63209236,22.392304980000002,1.2646,0.8579,28.3127,2.5159,77.59760816000001,91.0,-24.56212229847383,90
920703.BJ,广厦环能,专用机械,2023-12-05,,25.5974,2.0544,23.1964236,11.73720612,4.5073,1.8565,45.8908,3.3432000000000004,61.19272684,132.0,-44.22106391695067,90
601200.SH,上海环境,环境保护,2017-03-31,,19.9408,1.023,118.60288511,118.60288511,1.6045,1.1351,28.28245,1.8,60.113765645,58.0,-29.494085554822867,90
002264.SZ,新华都,互联网,2008-07-31,,27.1335,3.3694,67.23037542,61.15671445,3.6682,1.0533,36.3196,3.9651,98.472550215,26.0,-25.292404101366756,90
300695.SZ,兆丰股份,汽车配件,2017-09-08,,22.2706,2.7421,78.11406424,78.11406424,1.7193,0.1872,34.46,3.055,62.5856,189.0,-35.37260591990714,90
003019.SZ,宸展光电,元器件,2020-11-17,,29.6899,3.2293,53.82723143,52.0284738,1.6174,1.6385,49.2977,3.6356,91.562289,139.0,-39.774269387821334,90
603012.SH,创力集团,专用机械,2015-03-20,,33.4732,1.4029,53.33625,53.33625,3.2068,1.2196,45.8908,3.3432000000000004,61.19272684,132.0,-27.059018365336847,90
688267.SH,中触媒,化工原料,2022-02-16,,25.081,1.875,53.1243,53.1243,2.4603,2.1182,40.87335,2.7121,70.847334845,142.0,-38.637278324384965,90
603109.SH,神驰机电,电气设备,2019-12-31,,23.1714,2.6571,52.83863508,52.83863508,1.1615,1.168,44.2981,3.26595,92.1528,172.0,-47.69211320575826,90
301379.SZ,天山电子,元器件,2022-11-01,,33.6458,3.7433,52.911308649999995,33.985336239999995,3.8798,1.0526,49.2977,3.6356,91.562289,139.0,-31.74975708805887,90
600664.SH,哈药股份,化学制药,1993-06-29,,20.3542,1.6158,91.4219085,91.4219085,4.817,,28.3127,2.5159,77.59760816000001,91.0,-28.109293709183515,90
002553.SZ,南方精工,汽车配件,2011-02-25,,26.5677,5.7186,91.5330965,64.9572,3.0488,0.3802,34.46,3.055,62.5856,189.0,-22.902785838653518,90
002106.SZ,莱宝高科,元器件,2007-01-12,,28.9789,1.5475,86.25073475,86.04113096,3.2157,0.8183,49.2977,3.6356,91.562289,139.0,-41.216527343060626,90
001319.SZ,铭科精技,汽车配件,2022-05-12,,27.3711,2.7522,36.9054,21.402019579999997,3.7444,1.4943,34.46,3.055,62.5856,189.0,-20.571387115496233,90
001333.SZ,光华股份,化工原料,2022-12-08,,25.9206,1.9585,33.5616,11.5368,4.6057,1.373,40.87335,2.7121,70.847334845,142.0,-36.58312812627299,90
601033.SH,永兴股份,环境保护,2024-01-18,,15.5906,1.3365,143.1,38.16,3.668,3.7736,28.28245,1.8,60.113765645,58.0,-44.87535556502354,90
300525.SZ,博思软件,软件服务,2016-07-26,,31.762,3.466,87.29799532,71.60174501,2.7934,1.0329,60.1386,3.8249,83.08830400000001,61.0,-47.18533520900054,90
301173.SZ,毓恬冠佳,汽车配件,2025-03-03,,24.2076,2.6463,38.919587469999996,13.6601788,1.808,0.5146,34.46,3.055,62.5856,189.0,-29.751596053395247,90
688633.SH,星球石墨,专用机械,2021-03-24,,23.6644,2.4507,39.37856164,39.37856164,1.8328,1.2734,45.8908,3.3432000000000004,61.19272684,132.0,-48.43323716300434,90
300927.SZ,江天化学,化工原料,2021-01-07,,18.5362,5.2355,50.410512,49.19841436,12.3101,0.2577,40.87335,2.7121,70.847334845,142.0,-54.64966781533689,90
000049.SZ,德赛电池,电气设备,1995-03-20,,23.5314,1.4745,98.23668158,98.21020374999999,1.7907,1.2921,44.2981,3.26595,92.1528,172.0,-46.87943726706111,90
600933.SH,爱柯迪,汽车配件,2017-11-17,,16.1532,1.8909,176.56472250000002,167.52221606,1.3929,1.6738,34.46,3.055,62.5856,189.0,-53.124782356355205,90
002783.SZ,凯龙股份,化工原料,2015-12-09,,30.1481,1.97,51.633580699999996,47.686876530000006,4.3477,0.9671,40.87335,2.7121,70.847334845,142.0,-26.240202968437877,90
002296.SZ,辉煌科技,通信设备,2009-09-29,,17.6205,2.2203,53.3335595,47.56117428,6.0199,1.4609,50.9568,4.3576,174.95548365,35.0,-65.42070930670685,90
688517.SH,金冠电气,电气设备,2021-06-18,,32.8337,3.253,26.666893520000002,26.666893520000002,4.8102,2.7972,44.2981,3.26595,92.1528,172.0,-25.88011675444319,90
300532.SZ,今天国际,软件服务,2016-08-18,,23.4168,2.9689,52.80354781,50.2158727,1.3967,2.5755,60.1386,3.8249,83.08830400000001,61.0,-61.061946902654874,90
688113.SH,联测科技,专用机械,2021-05-06,,29.7878,2.7007,26.53179431,26.53179431,1.9354,1.0411,45.8908,3.3432000000000004,61.19272684,132.0,-35.089821925091734,90
003028.SZ,振邦智能,元器件,2020-12-28,,29.9136,2.5017,43.4277711,21.16851292,1.9162,1.6532,49.2977,3.6356,91.562289,139.0,-39.32049568235435,90
000823.SZ,超声电子,元器件,1997-10-08,,32.3147,1.6916,79.69102305,79.68764784,4.6463,1.3477,49.2977,3.6356,91.562289,139.0,-34.44988305742458,90
920261.BJ,一诺威,化工原料,2023-04-03,,24.5456,2.8325,46.69769278,27.293185369999996,1.982,1.8161,40.87335,2.7121,70.847334845,142.0,-39.94717829588229,90
600874.SH,创业环保,环境保护,1995-06-30,,12.1815,1.003,101.29196648,79.36196648,1.4542,2.6357,28.28245,1.8,60.113765645,58.0,-56.929120355556186,90
300019.SZ,硅宝科技,化工原料,2009-10-30,,29.8172,3.0911,83.81248044,71.96307943,3.0748,1.4071,40.87335,2.7121,70.847334845,142.0,-27.049776932891483,90
002580.SZ,圣阳股份,电气设备,2011-05-06,,30.5459,2.6135,60.818445059999995,60.613399199999996,2.4715,0.2985,44.2981,3.26595,92.1528,172.0,-31.04467234486355,90
603279.SH,景津装备,环境保护,2019-07-29,,17.5159,2.4452,108.358124,108.358124,1.7598,4.7875,28.28245,1.8,60.113765645,58.0,-38.06795380173924,90
603391.SH,力聚热能,专用机械,2024-07-31,,31.8387,3.1182,65.247,16.31175,4.5393,1.7434,45.8908,3.3432000000000004,61.19272684,132.0,-30.620734439146847,90
003008.SZ,开普检测,电气设备,2020-09-23,,28.8004,2.441,25.1784,18.84707948,2.7227,4.1305,44.2981,3.26595,92.1528,172.0,-34.98502193096318,90
600420.SH,国药现代,化学制药,2004-06-16,,15.4088,1.0559,145.51723708,145.51723708,1.2959,2.765,28.3127,2.5159,77.59760816000001,91.0,-45.57636678946197,90
002801.SZ,微光股份,电气设备,2016-06-22,,27.4379,4.1672,76.6281984,38.64336099,1.6826,1.485,44.2981,3.26595,92.1528,172.0,-38.060774615615564,90
002101.SZ,广东鸿图,汽车配件,2006-12-29,,21.6137,0.9901,77.39983184,77.14772118,1.0721,2.6867,34.46,3.055,62.5856,189.0,-37.278874056877534,90
688550.SH,瑞联新材,化工原料,2020-09-02,,24.9554,2.3882,77.56938824,77.56938824,1.7604,1.3091,40.87335,2.7121,70.847334845,142.0,-38.94456901624164,90
001218.SZ,丽臣实业,化工原料,2021-10-15,,25.1076,1.4759,33.57297325,23.96075914,2.0408,1.9775,40.87335,2.7121,70.847334845,142.0,-38.572199244740155,90
600273.SH,嘉化能源,化工原料,2003-06-27,,13.8063,1.4255,143.55785343,143.55785343,3.7474,3.7128,40.87335,2.7121,70.847334845,142.0,-66.22175574059871,90
001380.SZ,华纬科技,汽车配件,2023-05-16,,21.494,3.2162,59.6420966,19.378448430000002,1.995,0.9205,34.46,3.055,62.5856,189.0,-37.626233313987235,90
002592.SZ,ST八菱,汽车配件,2011-11-11,,24.6303,2.9901,27.65312092,25.64111771,1.8171,2.0492,34.46,3.055,62.5856,189.0,-28.524956471271047,90
002550.SZ,千红制药,生物制药,2011-02-18,,22.4582,3.5079,96.49691999999999,70.96950957,1.389,1.5542,34.0425,2.4535,105.33756137000002,33.0,-34.02893442021002,90
601330.SH,绿色动力,环境保护,2018-06-11,,15.3987,1.3347,109.01053600000002,75.36901385,1.7827,3.7946,28.28245,1.8,60.113765645,58.0,-45.553868211558765,90
301552.SZ,科力装备,汽车配件,2024-07-22,,23.4086,3.2083,36.9376,9.2344,3.5017,3.1296,34.46,3.055,62.5856,189.0,-32.0702263493906,90
301598.SZ,博科测试,专用机械,2024-12-20,,32.2449,3.9106,36.99923549,11.023479589999999,3.3144,3.1837,45.8908,3.3432000000000004,61.19272684,132.0,-29.735589704254444,90
002825.SZ,纳尔股份,化工原料,2016-11-29,,22.7355,2.2861,37.02240777,27.80937047,1.9564,1.092,40.87335,2.7121,70.847334845,142.0,-44.375736268253036,90
603383.SH,顶点软件,软件服务,2017-05-22,,34.0803,4.7078,66.80980789,66.80892958,1.5474,2.4593,60.1386,3.8249,83.08830400000001,61.0,-43.33040676038351,90
600867.SH,通化东宝,生物制药,1994-08-24,,14.2671,2.4535,174.89787463,174.89787463,1.5353,2.778,34.0425,2.4535,105.33756137000002,33.0,-58.09032826613792,90
002662.SZ,峰璟股份,汽车配件,2012-03-09,,25.1592,1.3456,59.25,59.24925345,1.6573,1.8228,34.46,3.055,62.5856,189.0,-26.990133488102153,90
603282.SH,亚光股份,专用机械,2023-03-15,,24.1485,2.2323,29.507309999999997,14.15267321,4.6179,1.0548,45.8908,3.3432000000000004,61.19272684,132.0,-47.37834162838739,90
605088.SH,冠盛股份,汽车配件,2020-08-17,,23.0833,2.4291,69.75803484000001,68.72201856,1.2065,1.5945,34.46,3.055,62.5856,189.0,-33.01421938479396,90
000551.SZ,创元科技,专用机械,1994-01-06,,27.0697,2.4773,69.70461200999999,69.45286265,2.2199,0.5795,45.8908,3.3432000000000004,61.19272684,132.0,-41.01279559301646,90
601311.SH,骆驼股份,电气设备,2011-06-02,,14.8264,1.1216,110.51036432000001,110.51036432000001,1.9311,3.0786,44.2981,3.26595,92.1528,172.0,-66.5303929513907,90
603966.SH,法兰泰克,专用机械,2017-01-25,,23.0697,2.456,49.55480356,49.4368615,3.9051,1.8505,45.8908,3.3432000000000004,61.19272684,132.0,-49.72913960968211,90
603227.SH,雪峰科技,化工原料,2015-05-15,,21.0524,1.9051,96.88101909000001,96.88101909000001,2.2569,2.2124,40.87335,2.7121,70.847334845,142.0,-48.49357833404896,90
603217.SH,元利科技,化工原料,2019-06-20,,25.1949,1.5194,51.043888280000004,51.043888280000004,1.9447,1.4071,40.87335,2.7121,70.847334845,142.0,-38.358612641244235,90
300428.SZ,立中集团,汽车配件,2015-03-19,,18.7439,1.8773,166.66487553000002,145.07264748,3.2689,1.2876,34.46,3.055,62.5856,189.0,-45.60679048171794,90
603312.SH,西典新能,电气设备,2024-01-11,,26.0037,4.7557,75.6157637,24.0645557,4.7941,2.4269,44.2981,3.26595,92.1528,172.0,-41.298385258058474,90
000597.SZ,东北制药,化学制药,1996-05-23,,20.1158,1.4048,75.35026039,74.41188411,1.4618,1.8939,28.3127,2.5159,77.59760816000001,91.0,-28.951318666181606,90
301222.SZ,浙江恒威,电气设备,2022-03-09,,31.6218,2.2883,32.78902736,26.109661720000002,2.5563,0.9172,44.2981,3.26595,92.1528,172.0,-28.615900004740606,90
688330.SH,宏力达,电气设备,2020-10-15,,12.0475,1.7598,76.958,76.958,7.4404,0.6128,44.2981,3.26595,92.1528,172.0,-72.80357396818373,90
300976.SZ,达瑞电子,元器件,2021-04-19,,26.1187,2.1437,75.90298626,48.77633595,1.9489,1.3673,49.2977,3.6356,91.562289,139.0,-47.018420737681474,90
002546.SZ,新联电子,电气设备,2011-02-11,,13.924,2.5959,97.3335295,93.5037856,15.7063,1.0283,44.2981,3.26595,92.1528,172.0,-68.56750063772486,90
600216.SH,浙江医药,化学制药,1999-10-21,,13.636,1.5345,169.6328991,167.82510338999998,4.9989,2.0765,28.3127,2.5159,77.59760816000001,91.0,-51.83786781197131,90
003017.SZ,大洋生物,化工原料,2020-10-26,,30.2344,2.6087,27.972,23.0729,4.9583,1.7911,40.87335,2.7121,70.847334845,142.0,-26.029062946883485,90
301170.SZ,锡南科技,汽车配件,2023-06-27,,26.8202,1.7057,30.13,10.11627555,4.813,0.9957,34.46,3.055,62.5856,189.0,-22.170052234474756,90
301028.SZ,鼎熔岩,专用机械,2021-07-20,,24.5221,3.442,55.45677495,35.87754285,1.9735,1.3809,45.8908,3.3432000000000004,61.19272684,132.0,-46.56423509723082,90
002454.SZ,松芝股份,汽车配件,2010-07-20,,26.673,1.3946,55.37803896,55.23686999,1.5393,2.8271,34.46,3.055,62.5856,189.0,-22.597214161346496,90
603089.SH,正裕工业,汽车配件,2017-01-26,,20.1975,2.1147,31.636384720000002,31.636384720000002,1.2909,0.7171,34.46,3.055,62.5856,189.0,-41.388566453859546,90
688093.SH,世华科技,化工原料,2020-09-30,,23.6092,3.3748,94.18057950000001,88.21785770000001,1.2166,1.6271,40.87335,2.7121,70.847334845,142.0,-42.23815762593475,90
301186.SZ,超达装备,专用机械,2021-12-23,,30.2283,2.5026,39.38875049,36.99250672,2.3889,1.5244,45.8908,3.3432000000000004,61.19272684,132.0,-34.12993454025643,90
002981.SZ,朝阳科技,元器件,2020-04-17,,29.0432,3.5123,39.54100667,34.34344195,2.7811,0.8894,49.2977,3.6356,91.562289,139.0,-41.08609529450664,90
300787.SZ,海能实业,元器件,2019-08-15,,34.8239,2.6239,39.555247120000004,24.099008129999998,3.2553,1.3207,49.2977,3.6356,91.562289,139.0,-29.359990425516802,90
300867.SZ,圣元环保,环境保护,2020-08-24,,20.8994,1.327,51.38623312,36.236821139999996,2.4147,0.3596,28.28245,1.8,60.113765645,58.0,-26.104704507565646,90
603344.SH,星德胜,电气设备,2024-03-20,,29.2848,2.7033,56.80304616,15.777046160000001,3.1684,1.0616,44.2981,3.26595,92.1528,172.0,-33.891521306782906,90
603350.SH,安乃达,电气设备,2024-07-03,,34.4433,3.1656,41.6932026,15.7476,2.012,1.9545,44.2981,3.26595,92.1528,172.0,-22.24655233520173,90
300910.SZ,瑞丰新材,化工原料,2020-11-27,,19.4629,4.233,155.07008567,108.72270016,2.1955,2.2469,40.87335,2.7121,70.847334845,142.0,-52.3824203301173,90
001277.SZ,速达股份,专用机械,2024-09-03,,30.1942,2.0186,31.2208,18.64326287,2.4902,0.9883,45.8908,3.3432000000000004,61.19272684,132.0,-34.20424137299851,90
688332.SH,中科蓝讯,半导体,2022-07-15,,10.8634,2.9104,153.84712374,153.84712374,1.2938,0.782,56.3646,4.3551,194.28398969,69.0,-80.72655532018324,90
603380.SH,易德龙,元器件,2017-06-22,,26.3268,3.808,58.27224384,58.27224384,1.1677,2.7533,49.2977,3.6356,91.562289,139.0,-46.59629151055729,90
600609.SH,金杯汽车,汽车配件,1992-07-24,,21.361,3.6694,57.79194412,57.79194412,1.0655,,34.46,3.055,62.5856,189.0,-38.012188044109116,90
688557.SH,兰剑智能,专用机械,2020-12-02,,31.7265,2.9447,36.52314795,36.52314795,2.961,0.9235,45.8908,3.3432000000000004,61.19272684,132.0,-30.86522788881431,90
301631.SZ,壹连科技,元器件,2024-11-22,,31.3925,3.3986,84.96071065,28.537689840000002,4.0554,0.9223,49.2977,3.6356,91.562289,139.0,-36.3205585656126,90
601065.SH,江盐集团,化工原料,2023-04-10,,18.9097,1.2812,56.69285017,36.71378617,5.1676,2.4943,40.87335,2.7121,70.847334845,142.0,-53.73586946017392,90
603681.SH,永冠新材,化工原料,2019-03-26,,28.2811,1.6068,41.81958905,41.81958905,4.8085,0.6642,40.87335,2.7121,70.847334845,142.0,-30.807971453281912,90
603339.SH,四方科技,专用机械,2016-05-19,,26.7834,1.6051,41.80550274,41.80550274,1.1102,1.7087,45.8908,3.3432000000000004,61.19272684,132.0,-41.63666791600931,90
603989.SH,艾华集团,元器件,2015-05-15,,32.7768,1.9241,72.49817855,72.49817855,1.9906,0.8251,49.2977,3.6356,91.562289,139.0,-33.51251681112912,90
000821.SZ,ST京机,电气设备,1998-06-26,,30.0795,1.9692,84.39953242,81.93017852,4.7287,0.5166,44.2981,3.26595,92.1528,172.0,-32.09753917210896,90
300443.SZ,金雷股份,电气设备,2015-04-22,,27.0992,1.4217,89.09345862,67.56401672,3.2205,0.6099,44.2981,3.26595,92.1528,172.0,-38.82536722793979,90
603613.SH,国联股份,互联网,2019-07-30,,13.046,2.1098,187.26777760000002,187.26777760000002,1.0935,0.2533,36.3196,3.9651,98.472550215,26.0,-64.08000088106698,90
603890.SH,春秋电子,元器件,2017-12-12,,21.0668,2.0724,63.491417940000005,63.491417940000005,2.7988,1.0157,49.2977,3.6356,91.562289,139.0,-57.26616049024599,90
001283.SZ,豪鹏科技,电气设备,2022-09-05,,32.6117,1.7837,61.59491219,49.14543649,2.636,0.5798,44.2981,3.26595,92.1528,172.0,-26.381266916639763,90
300415.SZ,伊之密,专用机械,2015-01-23,,17.9574,3.9833,124.21580847,120.11472605000002,3.3109,1.85,45.8908,3.3432000000000004,61.19272684,132.0,-60.86928098878206,90
603207.SH,小方制药,化学制药,2024-08-26,,21.0539,4.7564,44.94919,15.2048,3.0237,7.8585,28.3127,2.5159,77.59760816000001,91.0,-25.63796458832962,90
300690.SZ,双一科技,电气设备,2017-08-08,,30.1128,3.1667,50.08418757,33.5556797,2.5804,0.6933,44.2981,3.26595,92.1528,172.0,-32.02236664777947,90
301195.SZ,北路智控,软件服务,2022-08-01,,27.1323,1.8629,44.93015957,29.839733649999996,1.2117,1.9106,60.1386,3.8249,83.08830400000001,61.0,-54.88371861001087,90
002217.SZ,合力泰,元器件,2008-02-20,,7.0321,10.3885,194.46437213000002,189.26238217,3.3748,,49.2977,3.6356,91.562289,139.0,-85.73543999010096,90
920271.BJ,邦德股份,汽车配件,2022-06-02,,20.4776,3.2269,20.4737995,9.05985245,0.7351,1.1618,34.46,3.055,62.5856,189.0,-40.57573998839234,85
603107.SH,上海汽配,汽车配件,2023-11-01,,26.3545,2.3632,50.0267805,32.3552039,0.8574,2.0229,34.46,3.055,62.5856,189.0,-23.521474172954147,85
