symbol,current_price,price_6m_ago,latest_date,start_date,return_6m,name,industry,current_price_fund,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,stock_count,hist_median_pe,hist_avg_pe,hist_std_pe,hist_median_pb,hist_avg_pb,excess_decline,pe_vs_hist_median,pb_vs_hist_median,sentiment_score,fundamental_score,total_score
002891.SZ,,55.92,2026-03-09,2025-09-10,-21.13733905579399,中宠股份,饲料,,30.1541,4.6416,134.23055732,134.23055732,1.9836,0.7911,30.1541,2.1334,11.0,34.81385,33.280873236514516,7.43403146057708,4.88195,4.715234854771784,-21.13733905579399,-13.384759226572191,-4.923237640696841,60,25,85
600928.SH,,4.42,2026-03-09,2025-09-10,-16.7420814479638,西安银行,银行,,6.1379,0.474,163.55555558,162.77942963,0.4649,2.7174,5.9952000000000005,0.5809,42.0,6.3356,6.338791908713692,0.3828756788898067,0.4941,0.4923927385892116,-16.7420814479638,-3.1204621503882852,-4.0680024286581675,40,45,85
603517.SH,,16.13,2026-03-09,2025-09-10,-26.968381897086175,ST绝味,食品,,103.5634,1.1184,71.38702806,71.38702806,0.5913,2.8014,25.297,2.4293,49.0,30.4923,38.482972405063286,18.59501708301002,1.5239,1.5522893670886078,-26.968381897086175,239.6378757915933,-26.609357569394316,60,25,85
600660.SH,,68.80999999664199,2026-03-09,2025-09-10,-15.927917449755633,福耀玻璃,汽车配件,,16.6215,4.5577,1509.73663326,1158.7275930600001,0.7918,4.6672,33.012,2.6005,113.0,19.80555,19.900041078838175,1.676820802926821,4.4868,4.474539004149378,-15.927917449755633,-16.07655429917371,1.5801907818489787,50,35,85
000712.SZ,,14.32,2026-03-09,2025-09-10,-21.298882681564248,锦龙股份,证券,,63.5475,3.9812,100.9792,100.94923589,6.084,,18.9809,1.2043,48.0,70.93414999999999,71.47654404761906,3.393845831577858,4.443949999999999,4.477925000000001,-21.298882681564248,-10.41339044733741,-10.413033449971296,60,25,85
002032.SZ,,51.37,2026-03-09,2025-09-10,-15.982090714424766,苏泊尔,家用电器,,16.5024,5.4965,346.0091636,345.7898193,0.1537,6.4701,26.2748,2.3427,48.0,18.6193,18.699764522821578,1.3481551232201525,7.5882000000000005,7.632634647302905,-15.982090714424766,-11.36938553006825,-27.565166969768857,60,25,85
605133.SH,,43.19,2026-03-09,2025-09-10,-34.40611252604769,嵘泰股份,汽车配件,,43.2483,2.1269,80.10850076,79.92406113,1.6048,0.4073,33.012,2.6005,113.0,35.61685,39.48173008298755,15.768835277084648,2.01605,2.053248962655602,-34.40611252604769,21.426515820461386,5.49837553632103,60,25,85
601137.SH,,24.9,2026-03-09,2025-09-10,-18.87550200803213,博威合金,小金属,,16.3185,1.8116,185.48735668,185.34999668,2.7406,2.1907,45.376599999999996,3.4431000000000003,20.0,11.3002,12.15301307053942,2.6340730567804433,1.8978000000000002,1.915783402489627,-18.87550200803213,44.40894851418559,-4.542101380545898,40,45,85
603658.SH,,41.31,2026-03-09,2025-09-10,-15.468409586056644,安图生物,医疗保健,,18.1766,2.2814,199.54152899,199.54152899,0.3314,3.6082,20.9523,2.314,19.0,19.464399999999998,20.3183887966805,2.667927449181218,2.8737500000000002,2.940902282157676,-15.468409586056644,-6.616181336182966,-20.612440191387563,50,35,85
601865.SH,,18.55,2026-03-09,2025-09-10,-16.38814016172507,福莱特,玻璃,,104.2663,1.6743,363.38073872,294.84902822,1.2525,,42.4458,3.3649,5.0,22.3315,28.299540924092412,22.269897002128367,2.1874,2.250043234323432,-16.38814016172507,366.9023576562255,-23.457072323306207,50,35,85
002101.SZ,,14.43,2026-03-09,2025-09-10,-19.26541926541926,广东鸿图,汽车配件,,21.6137,0.9901,77.39983184,77.14772118,1.0721,2.6867,33.012,2.6005,113.0,21.2256,20.93339979253112,2.7434008025042256,1.06175,1.0588807053941909,-19.26541926541926,1.8284524347957254,-6.748292912644219,40,45,85
002423.SZ,,13.08,2026-03-09,2025-09-10,-16.51376146788991,中粮资本,多元金融,,26.2646,1.1274,251.60832879,251.60832879,0.6759,1.4469,22.6332,1.6435,13.0,26.15535,23.991286307053944,6.839491360619962,1.2678500000000001,1.2406838174273858,-16.51376146788991,0.4176965706824912,-11.077808889064176,40,45,85
600436.SH,,201.79999999584,2026-03-09,2025-09-10,-22.14073339780033,片仔癀,中成药,,39.1762,6.55,947.93200035,947.93200035,0.2311,2.0494,21.885,2.2571,39.0,41.7867,42.274308136482944,1.963626859320311,8.5419,8.388658267716535,-22.14073339780033,-6.247203057432153,-23.31916786663389,60,25,85
002965.SZ,,43.4,2026-03-09,2025-09-10,-23.73271889400921,祥鑫科技,汽车配件,,35.2983,2.0593,87.84089883,66.00855258,2.5136,1.2433,33.012,2.6005,113.0,26.046599999999998,26.101781950207464,10.779537338558372,2.25025,2.1341522821576757,-23.73271889400921,35.51979912925295,-8.485723808465725,50,35,85
600603.SH,,9.29,2026-03-09,2025-09-10,-17.86867599569429,广汇物流,区域地产,,22.466,1.2462,91.05101422,91.05101422,5.7461,,32.356700000000004,1.0937999999999999,10.0,19.10935,18.958462708333332,7.043433393092316,1.26095,1.2782002083333333,-17.86867599569429,17.565484958933727,-1.1697529640350561,40,45,85
603406.SH,,43.950000001145,2026-03-09,2025-09-10,-15.904436862259141,天富龙,化纤,,32.64,3.3152,147.843696,13.550475889999998,2.6411,1.3528,32.64,1.7655,15.0,37.82825,37.75704855072464,3.16775881881733,3.701,3.773928985507246,-15.904436862259141,-13.715278925141916,-10.424209673061338,50,35,85
600276.SH,,70.32,2026-03-09,2025-09-10,-21.87144482366325,恒瑞医药,化学制药,,48.8272,6.1281,3646.47761078,3504.62384934,0.6682,0.3636,24.5447,2.3659999999999997,54.0,55.815349999999995,56.630713278008294,5.359832859950094,6.7903,6.851552074688798,-21.87144482366325,-12.520122152776967,-9.752146444192455,60,20,80
600085.SH,,35.19,2026-03-09,2025-09-10,-15.203182722364303,同仁堂,中成药,,30.2301,2.9952,409.24672618,409.24672618,0.3542,1.6756,21.885,2.2571,39.0,32.53745,32.33921452282158,2.131282320833733,3.8444000000000003,3.8929450207468874,-15.203182722364303,-7.091367024766844,-22.08927270835501,50,30,80
001233.SZ,,81.519999996096,2026-03-09,2025-11-25,-17.603042194287568,海安集团,汽车配件,,19.5331,2.7328,124.91828844999999,23.76872246,7.3527,2.9775,33.012,2.6005,113.0,20.3793,20.582768656716418,2.4411729348700617,2.798,2.794329850746269,-17.603042194287568,-4.152252530754244,-2.330235882773407,40,40,80
603848.SH,,28.76,2026-03-09,2025-09-10,-42.698191933240615,好太太,家居用品,,32.9491,2.6481,66.31659301,66.31659301,0.3974,1.2136,22.223999999999997,2.02635,30.0,22.03465,26.85521141078838,11.135565159729643,2.5408,2.7395968879668056,-42.698191933240615,49.533121696963654,4.223079345088159,60,20,80
605300.SH,,14.19,2026-03-09,2025-09-10,-21.141649048625794,佳禾食品,乳制品,,186.3711,1.7757,50.847203,50.847203,0.5585,0.5308,35.114,2.8365,9.0,24.2536,30.4714295620438,10.866291147199965,2.3051500000000003,2.340166423357664,-21.141649048625794,668.4265428637399,-22.968136563781105,60,20,80
003019.SZ,,40.42,2026-03-09,2025-09-10,-24.666006927263737,宸展光电,元器件,,29.6899,3.2293,53.82723143,52.0284738,1.6174,1.6385,45.1886,3.5744,71.0,25.16165,26.602602282157683,6.943657395299714,3.26485,3.3078834024896264,-24.666006927263737,17.996633766068598,-1.0888708516470953,50,30,80
603382.SH,,40.220000000889996,2026-03-09,2025-09-10,-26.9766285446293,海阳科技,化纤,,38.6357,3.0707,53.233526780000005,10.64671898,2.0558,0.681,32.64,1.7655,15.0,40.2932,38.9801374301676,4.377173807467795,3.3666,3.4710072625698323,-26.9766285446293,-4.1135973315596654,-8.789282956098141,50,30,80
603193.SH,,28.729999998623,2026-03-09,2025-09-10,-22.13713887548844,润本股份,日用化工,,29.643,4.166,90.50752434,23.11633344,1.5993,1.9222,32.65235,3.7604,6.0,33.370850000000004,35.43266784232365,6.596664787629935,4.8012999999999995,5.067178630705393,-22.13713887548844,-11.170977065313,-13.231833045216904,60,20,80
603508.SH,,32.4,2026-03-09,2025-09-10,-19.783950617283953,思维列控,IT设备,,16.0566,2.5768,99.09321058,99.09321058,0.8319,12.6521,38.70145,3.3284000000000002,16.0,18.0944,18.051607966457023,1.3386510012119097,2.0498,2.1984245283018864,-19.783950617283953,-11.26204792643028,25.709825348814526,50,30,80
002675.SZ,,15.88,2026-03-09,2025-09-10,-20.52896725440807,东诚药业,化学制药,,62.6614,2.3796,104.06397797,93.81506004,1.1736,0.2377,24.5447,2.3659999999999997,54.0,69.2652,66.62872060301508,15.761603949411793,2.55495,2.5248821608040197,-20.52896725440807,-9.534080606134095,-6.863148006810306,50,30,80
600702.SH,,66.68,2026-03-09,2025-09-10,-25.76484703059389,舍得酒业,白酒,,110.6251,2.3234,164.71564511,164.64634511,1.1897,0.8587,15.7895,2.8338,13.0,15.5176,20.554076512455516,17.36668780038433,2.8793,2.9776839857651245,-25.76484703059389,612.9008351806981,-19.30677595248846,50,30,80
603883.SH,,17.16000000085,2026-03-09,2025-09-10,-17.30769231178838,老百姓,医药商业,,25.7893,1.6116,107.68652449000001,107.68652449000001,1.0915,1.5513,24.95345,1.215,20.0,20.302950000000003,22.356106431535267,7.9898551568617355,1.9843,2.050954564315352,-17.30769231178838,27.02242777527402,-18.78244217104269,40,40,80
603383.SH,,42.33999999795,2026-03-09,2025-09-10,-23.16957959004482,顶点软件,软件服务,,34.0803,4.7078,66.80980789,66.80892958,1.5474,2.4593,53.08095,3.7054,22.0,38.0767,36.56271473029046,6.1160147308686685,5.5266,5.454320539419088,-23.16957959004482,-10.495657449306272,-14.815619006260638,60,20,80
002676.SZ,,10.64,2026-03-09,2025-09-10,-31.484962406015043,顺威股份,家用电器,,74.7568,4.0255,52.488,52.48628386,1.526,0.1372,26.2748,2.3427,48.0,84.31649999999999,83.03348388625594,9.525075536245819,3.45505,3.5122402843601903,-31.484962406015043,-11.337875741995925,16.510614897034777,70,10,80
603376.SH,,64.45,2026-03-09,2025-11-06,-44.85647788983709,大明电子,汽车配件,,50.3944,8.4445,142.16035540000001,11.03076197,2.6923,,33.012,2.6005,113.0,54.2583,54.46248571428572,1.8448680331646918,9.091999999999999,9.126214285714287,-44.85647788983709,-7.121306786242844,-7.121645402551685,60,15,75
603173.SH,,51.33,2026-03-09,2025-09-10,-16.150399376582893,福斯达,机械基件,,17.2853,3.6365,68.864,68.864,2.0306,1.1502,38.98825,3.16925,30.0,16.36225,16.926900000000003,2.3537135676952277,2.5486,2.949553112033195,-16.150399376582893,5.641339057892405,42.686180648199006,40,35,75
603809.SH,,14.45,2026-03-09,2025-09-10,-17.85467128027682,豪能股份,汽车配件,,31.7551,2.9905,109.23828139,109.23828139,1.4922,1.1739,33.012,2.6005,113.0,32.4774,30.058383402489625,7.915032499866588,3.2070499999999997,3.1043112033195017,-17.85467128027682,-2.224008079464502,-6.752311314136038,40,35,75
603200.SH,,104.11,2026-03-09,2025-09-10,-31.553164921717407,上海洗霸,环境保护,,109.6802,11.5197,125.0471214,125.0471214,1.8408,0.1263,23.593449999999997,1.64255,30.0,78.12190000000001,77.23892523809523,13.337607421524286,3.9832,4.0296842857142865,-31.553164921717407,40.39622692228426,189.20717011448082,60,15,75
603039.SH,,55.510000002435994,2026-03-09,2025-09-10,-21.455593590187956,泛微网络,软件服务,,51.5739,5.3885,111.77555637999998,111.77555637999998,3.0235,0.3463,53.08095,3.7054,22.0,62.671,61.24292599580713,16.32926441693269,6.293,6.13595429769392,-21.455593590187956,-17.706913883614426,-14.373112982679176,60,15,75
002392.SZ,,9.17,2026-03-09,2025-09-10,-16.030534351145036,北京利尔,其他建材,,25.7034,1.5894,91.6677946,88.07886649,1.4028,0.4195,26.5632,2.1547,10.0,15.354,18.208052074688798,7.534147072392922,1.0972,1.2007850622406637,-16.030534351145036,67.40523642047674,44.85964272694131,40,35,75
605499.SH,,297.04,2026-03-09,2025-09-10,-20.603285752760574,东鹏饮料,软饮料,,30.4082,7.1821,1331.95050208,1226.3986592,0.4615,2.1201,30.4082,4.2133,7.0,33.38275,32.700022222222216,2.0992958115003693,8.259,8.033433333333333,-20.603285752760574,-8.910440272296324,-13.039108850950479,50,25,75
601177.SH,,18.99,2026-03-09,2025-09-10,-15.74512901527119,杭齿前进,机械基件,,25.2068,2.3386,65.276,64.0096,1.2802,0.375,38.98825,3.16925,30.0,26.0733,22.95298651452282,7.730820070643336,2.408,2.067593153526971,-15.74512901527119,-3.323323092972499,-2.882059800664448,40,35,75
603590.SH,,52.17,2026-03-09,2025-09-10,-23.864289821736634,康辰药业,生物制药,,110.5703,1.9791,63.15896146,62.846365060000004,1.1754,1.5125,26.59555,2.39415,16.0,31.3527,30.28665437956204,4.8807284524163155,1.2516,1.294461313868613,-23.864289821736634,252.66595859367777,58.125599232981784,50,25,75
002027.SZ,,8.130000000239999,2026-03-09,2025-09-10,-17.958179584217707,分众传媒,广告包装,,17.7474,6.7358,963.29472172,963.29472172,0.8763,5.6972,42.4467,2.1372,18.0,19.595399999999998,19.65082406639004,1.8122041958238015,6.2823,6.361464522821576,-17.958179584217707,-9.430784776018857,7.218693790490743,40,35,75
601579.SH,,23.1,2026-03-09,2025-09-10,-24.848484848484855,会稽山,红黄酒,,41.654,2.2879,83.2348478,83.2348478,1.2236,2.2609,,,,31.3991,37.98969585062242,11.192029981418578,1.55835,1.976927178423237,-24.848484848484855,32.65985330789737,46.815542079763866,50,25,75
603109.SH,,31.03,2026-03-09,2025-09-10,-18.466000644537544,神驰机电,电气设备,,23.1714,2.6571,52.83863508,52.83863508,1.1615,1.168,37.981899999999996,3.0931,92.0,21.4922,21.21915954356846,4.723202049576637,2.1844,2.3545744813278007,-18.466000644537544,7.813067066191446,21.639809558688867,40,35,75
001380.SZ,,26.0,2026-03-09,2025-09-10,-15.307692307692308,华纬科技,汽车配件,,21.494,3.2162,59.6420966,19.378448430000002,1.995,0.9205,33.012,2.6005,113.0,22.133000000000003,22.092349585062237,3.149174141637032,3.12235,2.9716099585062237,-15.307692307692308,-2.887091673067378,3.005748875046046,40,35,75
603583.SH,,41.24,2026-03-09,2025-09-10,-18.501454898157135,捷昌驱动,电气设备,,35.1511,2.7423,129.65761798,128.47320158,1.4215,0.8872,37.981899999999996,3.0931,92.0,36.9604,36.32002136929461,9.2003221935526,2.859,2.6247091286307054,-18.501454898157135,-4.895239229012674,-4.081846799580266,40,35,75
603444.SH,,465.74999999191,2026-03-09,2025-09-10,-18.196457325471194,吉比特,互联网,,18.2795,5.5445,274.47659481,274.47659481,2.0137,4.209,28.406,3.6488,14.0,17.4268,18.800487551867217,6.332058691270888,3.504,4.264035269709544,-18.196457325471194,4.8930383088117075,58.233447488584474,40,35,75
601136.SH,,21.319999999578002,2026-03-09,2025-09-10,-17.823639773232728,首创证券,证券,,46.0998,3.5566,478.88008176,478.88008176,0.3797,1.113,18.9809,1.2043,48.0,59.4883,62.216378435517974,10.285948776568693,4.2508,4.288511627906977,-17.823639773232728,-22.50610624274017,-16.3310435682695,55,20,75
601086.SH,,13.2,2026-03-09,2025-09-10,-30.909090909090914,国芳集团,百货,,72.855,3.8199,60.7392,60.7392,0.9228,0.8697,37.2023,1.3022,17.0,47.9267,48.35123879310346,23.279735833127305,2.0471,2.5228591954022987,-30.909090909090914,52.01338710989909,86.60055688535002,60,15,75
603275.SH,,51.8,2026-03-09,2025-09-10,-16.119691119691108,众辰科技,电器仪表,,33.3368,2.2091,64.64136925999999,18.04737592,5.1089,0.388,35.7337,3.2066,11.0,28.227249999999998,29.354033195020747,6.297278770940458,2.0541,2.109068049792531,-16.119691119691108,18.101479952882407,7.5458838420719445,40,35,75
000009.SZ,,10.98,2026-03-09,2025-09-10,-17.304189435336976,中国宝安,电气设备,,332.2905,2.3238,234.19262802,233.90265822,1.1581,0.3304,37.981899999999996,3.0931,92.0,47.9304,52.59845816618911,18.781086711064734,2.2486,2.3142822349570205,-17.304189435336976,593.2771268339092,3.344303121942529,40,35,75
000062.SZ,,30.789999999273,2026-03-09,2025-09-10,-23.546606039117197,深圳华强,元器件,,79.9903,3.693,246.20705440000003,245.97628659999998,0.8557,2.4639,45.1886,3.5744,71.0,75.18244999999999,60.9435602484472,29.70990014941269,3.5854,2.9833863354037264,-23.546606039117197,6.394909982316374,3.0010598538517357,50,25,75
002097.SZ,,13.93,2026-03-09,2025-09-10,-20.38765254845657,山河智能,工程机械,,88.393,2.5389,119.17505458,118.96233452000001,2.0995,0.1803,25.36325,2.6539,20.0,94.8491,94.7905494949495,3.265519570634773,2.6992,2.4274323232323227,-20.38765254845657,-6.806706652988806,-5.938796680497922,50,25,75
600605.SH,,34.76,2026-03-09,2025-09-10,-21.202531645569614,汇通能源,房产服务,,245.9272,3.9744,56.5007573,56.5007573,0.8725,0.5111,25.8623,1.9867,5.0,79.4582,77.46756753623187,12.295668215676185,5.1775,5.0459771014492745,-21.202531645569614,209.50512344855534,-23.237083534524388,60,15,75
605228.SH,,16.739999999424,2026-03-09,2025-09-10,-23.058542410733672,神通科技,汽车配件,,95.3445,2.8512,61.715205090000005,61.455029090000004,1.8135,0.1853,33.012,2.6005,113.0,79.5103,75.3658061302682,18.166128902638285,2.7371,2.8553942528735634,-23.058542410733672,19.9146525670259,4.168645646852512,50,20,70
600592.SH,,28.469999999585003,2026-03-09,2025-09-10,-22.058306988677707,龙溪股份,机械基件,,115.656,3.4861,88.6609374,88.6609374,1.73,0.3831,38.98825,3.16925,30.0,30.012,44.45889417721519,25.065105271722466,1.7247,2.4445744303797468,-22.058306988677707,285.3658536585366,102.12790630254538,50,20,70
000837.SZ,,14.41999999953,2026-03-09,2025-09-10,-18.6546463218979,秦川机床,机床制造,,265.7,2.4692,120.01500667999998,118.16841143,1.4568,0.2558,50.8634,3.9538,5.0,64.6009,64.60962666666666,2.196820239237566,2.0976,2.09786,-18.6546463218979,311.2945794872827,17.715484363081615,40,30,70
000810.SZ,,13.5,2026-03-09,2025-09-10,-18.51851851851852,创维数字,家用电器,,126.2938,1.9617,126.52151369,122.16667925,1.1102,0.4511,26.2748,2.3427,48.0,37.5624,44.79315746478874,27.692560074642895,2.1123,2.0681109859154936,-18.51851851851852,236.22398994739427,-7.129669081096428,40,30,70
000032.SZ,,22.59,2026-03-09,2025-09-10,-15.272244355909692,深桑达Ａ,建筑工程,,147.6562,3.1779,232.58532012999999,217.80539739,2.1241,0.5871,20.3813,1.37705,52.0,48.8325,58.47459291784703,20.946099652337665,3.4694,3.4374144475920674,-15.272244355909692,202.3728049966723,-8.402029169308804,40,30,70
002052.SZ,,15.63,2026-03-09,2025-09-10,-26.359564939219453,同洲电子,家用电器,,27.4247,26.02,86.60580878,79.34846154,2.1839,,26.2748,2.3427,48.0,,,,,,-26.359564939219453,0.0,0.0,50,20,70
000676.SZ,,9.85,2026-03-09,2025-09-10,-15.837563451776656,智度股份,互联网,,59.0987,2.4451,104.43652592,104.3734653,2.22,,28.406,3.6488,14.0,44.9569,45.67725011037527,15.810337357033646,2.656,2.6082717439293592,-15.837563451776656,31.456350415620303,-7.940512048192774,40,30,70
600197.SH,,15.87,2026-03-09,2025-09-10,-19.155639571518584,伊力特,白酒,,33.3543,1.5899,60.70831619,60.70831619,0.6182,3.5074,15.7895,2.8338,13.0,25.75115,27.348979460580907,6.276032586071199,1.9157,1.9962369294605806,-19.155639571518584,29.525477502946483,-17.00683823145586,40,30,70
002038.SZ,,7.56,2026-03-09,2025-09-10,-17.989417989417984,双鹭药业,生物制药,,76.0383,1.1188,63.6957,52.81863508,1.8207,0.3226,26.59555,2.39415,16.0,80.8031,66.15606458923511,28.880862650989233,1.3431,1.3433750708215297,-17.989417989417984,-5.8968034642235185,-16.700171245625786,40,30,70
603767.SH,,30.51,2026-03-09,2025-09-10,-35.594886922320555,中马传动,汽车配件,,721.1271,4.3621,60.646089749999994,60.646089749999994,1.0544,1.0178,33.012,2.6005,113.0,57.5478,58.548539607843146,14.26562178050329,2.6706,2.7070407843137256,-35.594886922320555,1153.0923858079718,63.33782670560923,60,10,70
003010.SZ,,41.14000000161,2026-03-09,2025-09-10,-30.23821098960419,若羽臣,互联网,,58.4616,11.3805,89.27406961,64.90280623,1.8075,1.6352,28.406,3.6488,14.0,37.9784,47.230869014084504,19.459576134486525,2.3239,3.564298239436619,-30.23821098960419,53.93381501063762,389.71556435302716,60,10,70
601099.SH,,4.8,2026-03-09,2025-09-10,-16.874999999999993,太平洋,证券,,82.5615,2.7347,271.97102316,271.97102316,1.4312,,18.9809,1.2043,48.0,88.4588,90.1207698275862,5.425804373309966,2.8306,2.7961620689655162,-16.874999999999993,-6.666719421922976,-3.3879742810711466,40,30,70
002695.SZ,,14.04,2026-03-09,2025-09-10,-26.21082621082621,煌上煌,食品,,92.3241,2.066,57.97308898,52.9867467,0.6595,1.0615,25.297,2.4293,49.0,67.3162,72.19007799043062,15.803624908855616,1.5331,1.5211095693779908,-26.21082621082621,37.14989853853903,34.75963733611636,50,20,70
605198.SH,,45.42,2026-03-09,2025-09-10,-15.345662703654774,安德利,软饮料,,37.0805,4.7014,128.49528600000002,104.02109200000001,0.6419,0.6502,30.4082,4.2133,7.0,43.32705,44.27793112033194,8.911244382668256,4.75375,4.656713900414936,-15.345662703654774,-14.417205879467906,-1.1012358664212583,50,20,70
600557.SH,,16.78,2026-03-09,2025-09-10,-16.626936829559003,康缘药业,中成药,,33.7967,1.6801,79.20561696,79.20561696,0.7776,,21.885,2.2571,39.0,20.884500000000003,23.222498547717844,8.25242875269289,1.7623,1.7992624481327801,-16.626936829559003,61.826713591419455,-4.664359076207232,40,30,70
603757.SH,,48.290000001936,2026-03-09,2025-09-10,-17.24994823276463,大元泵业,机械基件,,36.9622,3.7037,74.54428469999999,74.54428469999999,5.2284,1.6933,38.98825,3.16925,30.0,14.7005,20.664538381742737,11.31771317034109,2.40085,2.8210504149377593,-17.24994823276463,151.4349852045849,54.26619738842492,40,30,70
002515.SZ,,7.47,2026-03-09,2025-09-10,-21.68674698795181,金字火腿,食品,,130.3314,2.7127,70.82092859000001,70.82008093,2.697,0.5128,25.297,2.4293,49.0,98.56105,97.93787499999999,1.9245054817190483,2.3366,2.3218,-21.68674698795181,32.23418378761185,16.09603697680391,50,20,70
002988.SZ,,44.86,2026-03-09,2025-09-10,-28.778421756576016,豪美新材,铝,,44.15,2.9778,79.80197125000001,79.77730489000001,2.548,0.4932,22.0426,2.4935,19.0,26.970750000000002,35.89626470588235,17.212212608489544,2.30985,2.6833581932773107,-28.778421756576016,63.695855695521985,28.917462172868362,50,20,70
001285.SZ,,63.39,2026-03-09,2025-09-30,-15.917337119419471,瑞立科密,汽车配件,,28.9741,2.6005,96.03497207,21.652214100000002,4.7065,,33.012,2.6005,113.0,30.17,30.761173626373626,2.8022699685090697,2.6657,2.712978021978022,-15.917337119419471,-3.9638713954259255,-2.4458866339048044,40,30,70
002940.SZ,,40.309999999649996,2026-03-09,2025-09-10,-24.53485487406566,昂利康,化学制药,,56.7723,3.898,61.36571418,56.36079706,1.7968,0.719,24.5447,2.3659999999999997,54.0,34.5583,41.595398780487805,19.828898229081954,1.9034,2.559844390243903,-24.53485487406566,64.2797822809571,104.7914258694967,50,20,70
000524.SZ,,16.82,2026-03-09,2025-09-10,-22.592152199762193,岭南控股,旅游服务,,108.4275,3.8346,87.26115933,87.22735108,1.8883,0.6144,,,,57.9537,61.772466911764695,14.708671116320028,3.0691,3.2331240196078435,-22.592152199762193,87.09331759663317,24.942165455671038,50,20,70
002345.SZ,,14.949999999585,2026-03-09,2025-09-10,-29.230769228804732,潮宏基,服饰,,48.283,2.7218,94.0046444,91.75930475,2.4664,3.3081,18.6031,1.7297,27.0,21.49015,31.00686970954357,18.672576924302867,1.88415,2.270374481327801,-29.230769228804732,124.6750255349544,44.45771302709445,50,20,70
600422.SH,,14.47,2026-03-09,2025-09-10,-16.033172080165862,昆药集团,中成药,,26.2823,1.7152,91.97255448,91.97255448,0.9467,2.4691,21.885,2.2571,39.0,20.73245,24.03239377593361,6.808321111173517,2.1407499999999997,2.244003941908714,-16.033172080165862,26.768905749199924,-19.87854723811747,40,30,70
002017.SZ,,26.88,2026-03-09,2025-09-10,-21.242559523809515,东信和平,通信设备,,67.0277,6.9461,122.87743514,122.80418122,2.7631,0.7747,39.8536,3.6644,17.0,34.2562,44.681845182012836,19.75520431053064,3.6827,4.7978890792291224,-21.242559523809515,95.66589405713417,88.6143318760692,50,15,65
603099.SH,,51.97,2026-03-09,2025-09-10,-27.381181450837015,长白山,旅游景点,,70.4984,6.7635,102.78710156000001,100.641258,1.8699,0.2114,31.66735,2.2889,10.0,66.4262,63.304950839328534,17.646395985986373,7.5718,7.449660671462831,-27.381181450837015,6.130412397517861,-10.675136691407593,50,15,65
603277.SH,,18.339999999258,2026-03-09,2025-09-10,-16.248636855935477,银都股份,专用机械,,17.829,3.5828,94.26421325,93.65698944,0.2442,4.5312,36.1185,2.816,53.0,18.920099999999998,19.41964356846473,2.443186155640292,3.8969,3.961969502074689,-16.248636855935477,-5.766882838885616,-8.060253021632576,40,25,65
002424.SZ,,6.05,2026-03-09,2025-09-10,-16.19834710743801,ST百灵,中成药,,3191.3365,2.1715,70.85823888,61.50997576,1.7863,,21.885,2.2571,39.0,58.587450000000004,57.26895,4.128171779830375,2.5907999999999998,2.532535294117647,-16.19834710743801,5347.133302439344,-16.18419021151767,40,25,65
002779.SZ,,116.8,2026-03-09,2025-09-10,-21.258561643835616,中坚科技,农用机械,,359.5012,22.4499,169.96056000000002,152.4939257,1.3862,0.0854,,,,80.8494,80.08754732824428,10.446867448145753,5.9085,5.899019083969464,-21.258561643835616,344.6553715921206,279.9593805534399,50,15,65
601026.SH,,29.529999998688,2026-03-09,2025-10-17,-26.92177446339728,道生天合,电气设备,,67.6022,5.5794,142.29852,23.13024591,9.4825,0.6951,37.981899999999996,3.0931,92.0,64.4696,66.11224468085106,5.526641141099918,5.3093,5.375603191489361,-26.92177446339728,4.859034335562803,5.087299644020856,50,15,65
002045.SZ,,15.99,2026-03-09,2025-09-10,-19.262038774233897,国光电器,元器件,,259.6369,1.6407,72.61657234,72.53262507,1.7289,,45.1886,3.5744,71.0,32.86,29.34334607594937,9.538142694753832,1.9718,2.0408075949367093,-19.262038774233897,690.1305538648813,-16.791763870575107,40,25,65
002104.SZ,,24.43,2026-03-09,2025-09-10,-28.612361850184193,恒宝股份,通信设备,,301.9315,5.7678,123.53434846,104.5875063,5.7167,0.4615,39.8536,3.6644,17.0,39.269,39.4578393442623,13.439526065256544,2.2304,2.2003918032786878,-28.612361850184193,668.8800325956863,158.59935437589672,50,15,65
600055.SH,,18.38,2026-03-09,2025-09-10,-18.335146898803043,万东医疗,医疗保健,,732.4461,2.2535,105.52946481000001,105.52946481000001,0.7783,0.8661,20.9523,2.314,19.0,59.9608,62.9855471849866,14.506197643991035,2.5453,3.2209796246648796,-18.335146898803043,1121.5415738282345,-11.464267473382323,40,25,65
002481.SZ,,6.03999999977,2026-03-09,2025-09-10,-19.370860924082002,双塔食品,食品,,90.867,2.456,60.08101955,54.44490037,1.2406,0.61,25.297,2.4293,49.0,39.1574,48.29811882352941,24.815328900497786,2.4471,2.390833823529411,-19.370860924082002,132.0557544678656,0.3636958031956246,40,25,65
002265.SZ,,29.78,2026-03-09,2025-09-10,-22.296843519140364,建设工业,专用机械,,224.0817,6.5475,239.04555018000002,239.04555018000002,0.9,,36.1185,2.816,53.0,49.6655,58.208585813148794,21.288847072891425,3.2698,4.2951771626297575,-22.296843519140364,351.1818062840402,100.24160499113097,50,15,65
